key;EID;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
conf/gpce/VermolenWV11;2-s2.0-81455135806;Generating database migrations for evolving web applications.;Sander Daniël Vermolen, Guido Wachsmuth, Eelco Visser;2011;GPCE;Conference and Workshop Papers;https://dblp.org/rec/conf/gpce/VermolenWV11;https://doi.org/10.1145/2047862.2047876;83-92;;;;;10.1145/2047862.2047876
conf/grades/Xirogiannopoulos17;2-s2.0-85021789818;GraphGen: Adaptive Graph Processing using Relational Databases.;Konstantinos Xirogiannopoulos, Virinchi Srinivas, Amol Deshpande;2017;GRADES@SIGMOD/PODS;Conference and Workshop Papers;https://dblp.org/rec/conf/grades/Xirogiannopoulos17;https://doi.org/10.1145/3078447.3078456;9:1-9:7;;;;;10.1145/3078447.3078456
conf/green/HuFLYY16;2-s2.0-85018418897;A Percolation Data Migration Schema in a hybrid Cache Hierarchy.;Jiuchuan Hu, Dongrui Fan, Danping Li, Long Yan, Xiaochun Ye;2016;IGSC;Conference and Workshop Papers;https://dblp.org/rec/conf/green/HuFLYY16;https://doi.org/10.1109/IGCC.2016.7892590;1-Μαϊ;;;;;10.1109/IGCC.2016.7892590
conf/grmse/YeCWZZ13;2-s2.0-84901486174;MMS-IU Model for Incremental Update of Spatial Database.;Yaqin Ye, Bo Chen, Bo Wan, Shunping Zhou, Zejun Zuo;2013;GRMSE;Conference and Workshop Papers;https://dblp.org/rec/conf/grmse/YeCWZZ13;https://doi.org/10.1007/978-3-642-45025-9_36;359-370;;;;;10.1007/978-3-642-45025-9_36
conf/gscit/JalutaB14;2-s2.0-84929346959;Cache consistency in adaptive page-server database systems.;Ibrahim Jaluta, Naji Bazina;2014;GSCIT;Conference and Workshop Papers;https://dblp.org/rec/conf/gscit/JalutaB14;https://doi.org/10.1109/GSCIT.2014.6970098;1-Μαϊ;;;;;10.1109/GSCIT.2014.6970098
conf/gvd/NosingerKH14;2-s2.0-84919962557;Optimization of Sequences of XML Schema Modifications - The ROfEL Approach.;Thomas Nösinger, Meike Klettke, Andreas Heuer;2014;Grundlagen von Datenbanken;Conference and Workshop Papers;https://dblp.org/rec/conf/gvd/NosingerKH14;https://ceur-ws.org/Vol-1313/paper_3.pdf;Νοε-16;;;;;
conf/hase/AssoudiL11;2-s2.0-84856546983;Self-Healing Data Exchange Process under Evolving Schemas: A New Mapping Adaptation Approach Based on Self-Optimization.;Hicham Assoudi, Hakim Lounis;2011;HASE;Conference and Workshop Papers;https://dblp.org/rec/conf/hase/AssoudiL11;https://doi.org/10.1109/HASE.2011.42;188-190;;;;;10.1109/HASE.2011.42
conf/hci/XiaoJ20;2-s2.0-85088745795;Conceptual Change in Preschool Science Education: Evaluating a Serious Game Designed with Image Schemas for Teaching Sound Concept.;Yiqi Xiao, Chenhan Jiang;2020;HCI;Conference and Workshop Papers;https://dblp.org/rec/conf/hci/XiaoJ20;https://doi.org/10.1007/978-3-030-50164-8_37;503-520;;;;;10.1007/978-3-030-50164-8_37
conf/hsi/WatanabeFS18;2-s2.0-85052730593;NIRS-SPM Analysis of Body Schema Modification and Performance of Body Motion.;Takumi Watanabe, Toshiki Fujiwara, Satoshi Suzuki;2018;HSI;Conference and Workshop Papers;https://dblp.org/rec/conf/hsi/WatanabeFS18;https://doi.org/10.1109/HSI.2018.8430778;369-374;;;;;10.1109/HSI.2018.8430778
conf/ibica/LinHLW11;2-s2.0-84862921191;Maintenance of Pre-large FUSP Trees in Dynamic Databases.;Chun-Wei Lin , Tzung-Pei Hong, Hong-Yu Lee, Shyue-Liang Wang;2011;IBICA;Conference and Workshop Papers;https://dblp.org/rec/conf/ibica/LinHLW11;https://doi.org/10.1109/IBICA.2011.54;199-202;;;;;10.1109/IBICA.2011.54
conf/ic2e/MershadMOTA15;2-s2.0-84944325010;Approving Updates in Collaborative Databases.;Khaleel Mershad , Qutaibah M. Malluhi, Mourad Ouzzani, MingJie Tang, Walid G. Aref;2015;IC2E;Conference and Workshop Papers;https://dblp.org/rec/conf/ic2e/MershadMOTA15;https://doi.org/10.1109/IC2E.2015.31;42-47;;;;;10.1109/IC2E.2015.31
conf/ic3ina/WardaniH22;2-s2.0-85149418932;Automatic Migration From Imperfect Relational Database To Resource Description Framework.;Dewi W. Wardani, Maulia Harjono;2022;IC3INA;Conference and Workshop Papers;https://dblp.org/rec/conf/ic3ina/WardaniH22;https://doi.org/10.1145/3575882.3575954;371-375;;;;;10.1145/3575882.3575954
conf/ic3k/AzaiezA14;2-s2.0-84909951967;How to Guarantee Analysis Results Coherence after Data Warehouse Schema Changes Propagation towards Data Marts?.;Noura Azaiez, Jalel Akaichi;2014;KEOD;Conference and Workshop Papers;https://dblp.org/rec/conf/ic3k/AzaiezA14;https://doi.org/10.5220/0005158304280435;428-435;;;;;10.5220/0005158304280435
conf/ic3k/HaeriKCJ23;2-s2.0-85179762410;Adaptive Granulation: Data Reduction at the Database Level.;Hossein Haeri, Niket Kathiriya, Cindy Chen, Kshitij Jerath;2023;KMIS;Conference and Workshop Papers;https://dblp.org/rec/conf/ic3k/HaeriKCJ23;https://doi.org/10.5220/0012190700003598;29-39;;;;;10.5220/0012190700003598
conf/ic3k/UngerRO22;2-s2.0-85146197027;Search Reliability Comparison of Two Text-based Search Algorithms in an Online Literature Database for Integrative Medicine: A Technical Report on a 32-bit to 64-bit Migration.;Sebastian Unger, Christa Raak, Thomas Ostermann;2022;KDIR;Conference and Workshop Papers;https://dblp.org/rec/conf/ic3k/UngerRO22;https://doi.org/10.5220/0011589300003335;148-157;;;;;10.5220/0011589300003335
conf/ica3pp/YeWL15;2-s2.0-84959419430;Query Execution Optimization Based on Incremental Update in Database Distributed Middleware.;Wei Ye, Mei Wang, Jiajin Le;2015;ICA3PP;Conference and Workshop Papers;https://dblp.org/rec/conf/ica3pp/YeWL15;https://doi.org/10.1007/978-3-319-27119-4_18;257-270;;;;;10.1007/978-3-319-27119-4_18
conf/icaiis/ChenLZ21;2-s2.0-85113489956;The Evolution of Hot Topics in the Field of Opportunism in Marketing Channels Based on the Visualization Analysis of WOS Core Database (1990-2019).;Hongqi Chen, Guoshun Liu, Hua Zhang;2021;ICAIIS;Conference and Workshop Papers;https://dblp.org/rec/conf/icaiis/ChenLZ21;https://doi.org/10.1145/3469213.3470292;90:1-90:6;;;;;10.1145/3469213.3470292
conf/icaisc/BeshleyHBIG24;2-s2.0-105010201719;Empowering Intelligent Database Systems Using an Adaptive Recommendation Algorithm.;Mykola Beshley, Olena Hordiichuk-Bublivska, Halyna Beshley, Iryna Ivanochko, Michal Gregus;2024;ICAISC;Conference and Workshop Papers;https://dblp.org/rec/conf/icaisc/BeshleyHBIG24;https://doi.org/10.1007/978-3-031-84353-2_23;269-278;;;;;10.1007/978-3-031-84353-2_23
conf/icassp/QiaoXWJLXCS24;2-s2.0-105001552792;Saliency Prediction of Sports Videos: A Large-Scale Database and a Self-Adaptive Approach.;Minglang Qiao, Mai Xu, Shijie Wen, Lai Jiang , Shengxi Li, Tao Xu, Yunjin Chen, Leonid Sigal;2024;ICASSP;Conference and Workshop Papers;https://dblp.org/rec/conf/icassp/QiaoXWJLXCS24;https://doi.org/10.1109/ICASSP48485.2024.10446481;6615-6619;;;;;10.1109/ICASSP48485.2024.10446481
conf/icb/WangHSC19;2-s2.0-85081066534;Improving Cross-database Face Presentation Attack Detection via Adversarial Domain Adaptation.;Guoqing Wang, Hu Han , Shiguang Shan, Xilin Chen;2019;ICB;Conference and Workshop Papers;https://dblp.org/rec/conf/icb/WangHSC19;https://doi.org/10.1109/ICB45273.2019.8987254;1-Αυγ;;;;;10.1109/ICB45273.2019.8987254
conf/icbds/SunCHSYL19;2-s2.0-85090051108;An Evolutionary Task Offloading Schema for Edge Computing.;Pei Sun, Baojing Chen, Shaocong Han, Huizhong Shi, Zhenwei Yang, Xing Li;2019;ICBDS;Conference and Workshop Papers;https://dblp.org/rec/conf/icbds/SunCHSYL19;https://doi.org/10.1007/978-981-15-7530-3_40;529-540;;;;;10.1007/978-981-15-7530-3_40
conf/icbds/WeiCZG20;2-s2.0-85111470354;The Database Fine-Grained Access SQL Statement Control Model Based on the Dynamic Query Modification Algorithm.;Ya Wei, Rongyan Cai, Lan Zhang, Qian Guo;2020;ICBDS;Conference and Workshop Papers;https://dblp.org/rec/conf/icbds/WeiCZG20;https://doi.org/10.1007/978-981-16-3150-4_2;15-26;;;;;10.1007/978-981-16-3150-4_2
conf/icc/LiuYPZ14;2-s2.0-84907000795;Adaptive channel access in spectrum database-driven cognitive radio networks.;Yi Liu , Rong Yu , Miao Pan, Yan Zhang;2014;ICC;Conference and Workshop Papers;https://dblp.org/rec/conf/icc/LiuYPZ14;https://doi.org/10.1109/ICC.2014.6884102;4933-4938;;;;;10.1109/ICC.2014.6884102
conf/icca3/NemrE18;2-s2.0-85054509197;A Framework for Advancing Change Impact Analysis in Software Development Using Graph Database.;Mahmoud M. El Nemr, Doaa S. Elzanfaly;2018;ICCA;Conference and Workshop Papers;https://dblp.org/rec/conf/icca3/NemrE18;https://doi.org/10.1109/COMAPP.2018.8460394;434-438;;;;;10.1109/COMAPP.2018.8460394
conf/iccbd/Abletes20;2-s2.0-85096292487;An Annotated Union Catalog of Local History Resources on Region 8: Basis for an Enhanced Computerized Database.;E. V. A. Habagat Abletes;2020;ICCBD;Conference and Workshop Papers;https://dblp.org/rec/conf/iccbd/Abletes20;https://doi.org/10.1145/3418688.3418698;55-59;;;;;10.1145/3418688.3418698
conf/icce-tw/TorresBLSSVMMPS24;2-s2.0-85205765744;A Designing Databases Framework for AI Training in Industrial Predictive Maintenance.;Gustavo M. Torres, Andrey R. R. Bessa, José E. B. de S. Linhares, Mateus O. Silva, Adriel V. Dos Santos, Myke D. M. Valadão, Vinicius S. Menezes, Edma V. C. Urtiga Mattos, Antônio M. C. Pereira, Agemilson P. Silva, Allan C. Brito, Ruan J. S. Belém, Rômulo S. F., Waldir S. S. Júnior, Celso B. Carvalho;2024;ICCE-Taiwan;Conference and Workshop Papers;https://dblp.org/rec/conf/icce-tw/TorresBLSSVMMPS24;https://doi.org/10.1109/ICCE-Taiwan62264.2024.10674079;263-264;;;;;10.1109/ICCE-TAIWAN62264.2024.10674079
conf/iccse2/ZiyingHHYG21;2-s2.0-85118937381;"A Study on the Design and Display of Spatio-temporal Database of the History and Culture of &quot;Three Hills and Five Gardens&quot;.";Zhang Ziying, Chi Hong, Wang Hui, Cao Ying, Liu Ge;2021;ICCSE;Conference and Workshop Papers;https://dblp.org/rec/conf/iccse2/ZiyingHHYG21;https://doi.org/10.1109/ICCSE51940.2021.9569437;486-489;;;;;10.1109/ICCSE51940.2021.9569437
conf/icde/0002EFK24;2-s2.0-85200512981;Riveter: Adaptive Query Suspension and Resumption Framework for Cloud Native Databases.;Rui Liu , Aaron J. Elmore, Michael J. Franklin, Sanjay Krishnan;2024;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/0002EFK24;https://doi.org/10.1109/ICDE60146.2024.00304;3975-3988;;;;;10.1109/ICDE60146.2024.00304
conf/icde/BaumstarkJS21;2-s2.0-85107671720;Adaptive Query Compilation in Graph Databases.;Alexander Baumstark, Muhammad Attahir Jibril, Kai-Uwe Sattler;2021;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/BaumstarkJS21;https://doi.org/10.1109/ICDEW53142.2021.00027;112-119;;;;;10.1109/ICDEW53142.2021.00027
conf/icde/CavalieriGM11a;2-s2.0-79958032099;Updates on XML documents and schemas.;Federico Cavalieri, Giovanna Guerrini, Marco Mesiti;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/CavalieriGM11a;https://doi.org/10.1109/ICDEW.2011.5767672;308-311;;;;;10.1109/ICDEW.2011.5767672
conf/icde/CavalieriGMO11;2-s2.0-79958073776;On the reduction of sequences of XML document and schema update operations.;Federico Cavalieri, Giovanna Guerrini, Marco Mesiti, Barbara Oliboni;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/CavalieriGMO11;https://doi.org/10.1109/ICDEW.2011.5767649;77-86;;;;;10.1109/ICDEW.2011.5767649
conf/icde/ChoAZCJ18;2-s2.0-85057139686;Partial Update: Efficient Materialized View Maintenance in a Distributed Graph Database.;SungJu Cho, Roman Averbukh, Yanwei Zhang, Andrew Carter, Jane Alam Jan;2018;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/ChoAZCJ18;https://doi.org/10.1109/ICDE.2018.00166;1477-1488;;;;;10.1109/ICDE.2018.00166
conf/icde/Decker11;2-s2.0-79958024651;Causes for inconsistency-tolerant schema update management.;Hendrik Decker;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/Decker11;https://doi.org/10.1109/ICDEW.2011.5767628;157-161;;;;;10.1109/ICDEW.2011.5767628
conf/icde/DingZLMZD25;2-s2.0-105015538155;Promi: Progressive Live Migration in Distributed Database Systems.;Zhenghao Ding, Xinyi Zhang, Wei Lu , Wenlong Ma , Wenliang Zhang, Xiaoyong Du;2025;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/DingZLMZD25;https://doi.org/10.1109/ICDE65448.2025.00033;349-362;;;;;10.1109/ICDE65448.2025.00033
conf/icde/HillenbrandSLNK20;2-s2.0-85085728192;Towards Self-Adapting Data Migration in the Context of Schema Evolution in NoSQL Databases.;Andrea Hillenbrand, Uta Störl, Maksym Levchenko, Shamil Nabiyev, Meike Klettke;2020;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/HillenbrandSLNK20;https://doi.org/10.1109/ICDEW49219.2020.00013;133-138;;;;;10.1109/ICDEW49219.2020.00013
conf/icde/LeisK013;2-s2.0-84881321263;The adaptive radix tree: ARTful indexing for main-memory databases.;Viktor Leis, Alfons Kemper, Thomas Neumann;2013;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/LeisK013;https://doi.org/10.1109/ICDE.2013.6544812;38-49;;;;;10.1109/ICDE.2013.6544812
conf/icde/LinCZ18;2-s2.0-85057104099;On the Design of Adaptive and Speculative Concurrency Control in Distributed Databases.;Qian Lin , Gang Chen , Meihui Zhang;2018;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/LinCZ18;https://doi.org/10.1109/ICDE.2018.00154;1376-1379;;;;;10.1109/ICDE.2018.00154
conf/icde/ScherzingerCA15;2-s2.0-84940829910;ControVol: A framework for controlled schema evolution in NoSQL application development.;Stefanie Scherzinger, Thomas Cerqueus, Eduardo Cunha de Almeida;2015;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/ScherzingerCA15;https://doi.org/10.1109/ICDE.2015.7113402;1464-1467;;;;;10.1109/ICDE.2015.7113402
conf/icde/ScherzingerMK21;2-s2.0-85112865171;DeBinelle: Semantic Patches for Coupled Database-Application Evolution.;Stefanie Scherzinger, Wolfgang Mauerer, Haridimos Kondylakis;2021;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/ScherzingerMK21;https://doi.org/10.1109/ICDE51399.2021.00307;2697-2700;;;;;10.1109/ICDE51399.2021.00307
conf/icde/Suhaim0DJ17;2-s2.0-85021242545;HDBExpDetector: Aggregate Sudden-Change Detector over Dynamic Web Databases.;Saad Bin Suhaim, Nan Zhang , Gautam Das , Ali Jaoua;2017;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/Suhaim0DJ17;https://doi.org/10.1109/ICDE.2017.181;1369-1370;;;;;10.1109/ICDE.2017.181
conf/icde/Vassiliadis21;2-s2.0-85112866030;Profiles of Schema Evolution in Free Open Source Software Projects.;Panos Vassiliadis;2021;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/Vassiliadis21;https://doi.org/10.1109/ICDE51399.2021.00008;1-Δεκ;;;;;10.1109/ICDE51399.2021.00008
conf/icde/WangL0ZHNW19;2-s2.0-85067927098;An Environment-Aware Market Strategy for Data Allocation and Dynamic Migration in Cloud Database.;Tengjiao Wang , Binyang Li, Wei Chen , Yuxiao Zhang, Ying Han, Jinzhong Niu, Kam-Fai Wong;2019;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/WangL0ZHNW19;https://doi.org/10.1109/ICDE.2019.00232;2032-2035;;;;;10.1109/ICDE.2019.00232
conf/icde/WuN11;2-s2.0-79958059031;Schema evolution analysis for embedded databases.;Shengfeng Wu, Iulian Neamtiu;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/WuN11;https://doi.org/10.1109/ICDEW.2011.5767627;151-156;;;;;10.1109/ICDEW.2011.5767627
conf/icdim/BrahmiaGB16;2-s2.0-85014414922;Changes to XML namespaces in XML schemas and their effects on associated XML documents under schema versioning.;Zouhaier Brahmia, Fabio Grandi , Rafik Bouaziz;2016;ICDIM;Conference and Workshop Papers;https://dblp.org/rec/conf/icdim/BrahmiaGB16;https://doi.org/10.1109/ICDIM.2016.7829765;43-50;;;;;10.1109/ICDIM.2016.7829765
conf/icdl-epirob/ZenhaVJB18;2-s2.0-85062641244;Incremental adaptation of a robot body schema based on touch events.;Rodrigo Zenha, Pedro Vicente, Lorenzo Jamone, Alexandre Bernardino;2018;ICDL-EPIROB;Conference and Workshop Papers;https://dblp.org/rec/conf/icdl-epirob/ZenhaVJB18;https://doi.org/10.1109/DEVLRN.2018.8761022;119-124;;;;;10.1109/DEVLRN.2018.8761022
conf/icdt/BerkholzKS17;2-s2.0-85016180464;Answering FO+MOD Queries Under Updates on Bounded Degree Databases.;Christoph Berkholz, Jens Keppeler, Nicole Schweikardt;2017;ICDT;Conference and Workshop Papers;https://dblp.org/rec/conf/icdt/BerkholzKS17;https://doi.org/10.4230/LIPIcs.ICDT.2017.8;8:1-8:18;;;;;10.4230/LIPICS.ICDT.2017.8
conf/iceis/CamposA25;2-s2.0-105020389931;DynaSchema: A Library to Support the Relational Data Schema Evolution for the Self-Adaptive Software Domain.;Gabriel Nagassaki Campos, Frank José Affonso;2025;ICEIS;Conference and Workshop Papers;https://dblp.org/rec/conf/iceis/CamposA25;https://doi.org/10.5220/0013349000003929;722-733;;;;;10.5220/0013349000003929
conf/iceis/SchmidtsKSZ19;2-s2.0-85067428257;Schema Matching with Frequent Changes on Semi-Structured Input Files: A Machine Learning Approach on Biological Product Data.;Oliver Schmidts, Bodo Kraft, Ines Siebigteroth, Albert Zündorf;2019;ICEIS;Conference and Workshop Papers;https://dblp.org/rec/conf/iceis/SchmidtsKSZ19;https://doi.org/10.5220/0007723602080215;208-215;;;;;10.5220/0007723602080215
conf/iceis/Zghal13;2-s2.0-84887639054;Change Operators for Managing Schema Evolution in Geographical Databases.;Sonda Zghal;2013;ICEIS;Conference and Workshop Papers;https://dblp.org/rec/conf/iceis/Zghal13;;187-193;;;;;
conf/icic/DuHL25;2-s2.0-105012447855;Update Recovery Attacks on Two-Dimensional Encrypted Databases: Exploiting Volume Pattern Leakage in Range Queries.;Ruizhong Du, Shuo Han, Mingyue Li;2025;ICIC;Conference and Workshop Papers;https://dblp.org/rec/conf/icic/DuHL25;https://doi.org/10.1007/978-981-96-9872-1_41;494-504;;;;;10.1007/978-981-96-9872-1_41
conf/icict2/MonirZ24;2-s2.0-85196110182;Efficient Feature Extraction for Image Analysis through Adaptive Caching in Vector Databases.;Solmaz Seyed Monir, Dongfang Zhao;2024;ICICT;Conference and Workshop Papers;https://dblp.org/rec/conf/icict2/MonirZ24;https://doi.org/10.1109/ICICT62343.2024.00036;193-198;;;;;10.1109/ICICT62343.2024.00036
conf/icip/GressinVMP14;2-s2.0-84949927596;A unified framework for land-cover database update and enrichment using satellite imagery.;Adrien Gressin, Nicole Vincent, Clément Mallet, Nicolas Paparoditis;2014;ICIP;Conference and Workshop Papers;https://dblp.org/rec/conf/icip/GressinVMP14;https://doi.org/10.1109/ICIP.2014.7026024;5057-5061;;;;;10.1109/ICIP.2014.7026024
conf/icis/SharmaS12;2-s2.0-84886493104;DECIPHER: Database Environmental Change Impact Prediction for Human-Driven Tuning Efforts in Real-Time.;Monish Sharma, Surendra Sarnikar;2012;ICIS;Conference and Workshop Papers;https://dblp.org/rec/conf/icis/SharmaS12;http://aisel.aisnet.org/icis2012/proceedings/KnowledgeManagement/12;;;;;;
conf/icisp/AmelioP14;2-s2.0-84903639632;A New Evolutionary-Based Clustering Framework for Image Databases.;Alessia Amelio, Clara Pizzuti;2014;ICISP;Conference and Workshop Papers;https://dblp.org/rec/conf/icisp/AmelioP14;https://doi.org/10.1007/978-3-319-07998-1_37;322-331;;;;;10.1007/978-3-319-07998-1_37
conf/iciss/RagavanP11;2-s2.0-81855198185;Mitigation of Malicious Modifications by Insiders in Databases.;Harini Ragavan, Brajendra Panda;2011;ICISS;Conference and Workshop Papers;https://dblp.org/rec/conf/iciss/RagavanP11;https://doi.org/10.1007/978-3-642-25560-1_23;337-351;;;;;10.1007/978-3-642-25560-1_23
conf/icissp/AlmarwaniK022;2-s2.0-85169003427;Zero Update Encryption Adjustment on Encrypted Database Queries.;Maryam Almarwani, Boris Konev, Alexei Lisitsa;2022;ICISSP;Conference and Workshop Papers;https://dblp.org/rec/conf/icissp/AlmarwaniK022;https://doi.org/10.1007/978-3-031-37807-2_2;25-47;;;;;10.1007/978-3-031-37807-2_2
conf/iclr/NiuG00C24;2-s2.0-85200238608;SCHEMA: State CHangEs MAtter for Procedure Planning in Instructional Videos.;Yulei Niu, Wenliang Guo, Long Chen , Xudong Lin , Shih-Fu Chang;2024;ICLR;Conference and Workshop Papers;https://dblp.org/rec/conf/iclr/NiuG00C24;https://openreview.net/forum?id=abL5LJNZ49;;;;;;
conf/icmcs2/AlamiB16;2-s2.0-85019125854;Migration of a relational databases to NoSQL: The way forward.;Alae El Alami, Mohamed Bahaj;2016;ICMCS;Conference and Workshop Papers;https://dblp.org/rec/conf/icmcs2/AlamiB16;https://doi.org/10.1109/ICMCS.2016.7905665;18-23;;;;;10.1109/ICMCS.2016.7905665
conf/icmla/ManshaK15;2-s2.0-84969715278;Multi-query Optimization in Federated Databases Using Evolutionary Algorithm.;Sameen Mansha, Faisal Kamiran;2015;ICMLA;Conference and Workshop Papers;https://dblp.org/rec/conf/icmla/ManshaK15;https://doi.org/10.1109/ICMLA.2015.125;723-726;;;;;10.1109/ICMLA.2015.125
conf/icnc/ZhangMF14;2-s2.0-84926615132;Markov chain model of schema evolution and its application to stationary distribution.;Yu-an Zhang , Qinglian Ma, Hiroshi Furutani;2014;ICNC;Conference and Workshop Papers;https://dblp.org/rec/conf/icnc/ZhangMF14;https://doi.org/10.1109/ICNC.2014.6975839;225-229;;;;;10.1109/ICNC.2014.6975839
conf/icoin/KoweerawongWK13;2-s2.0-84876777783;Indoor localization improvement via adaptive RSS fingerprinting database.;Chavalit Koweerawong, Komwut Wipusitwarakun, Kamol Kaemarungsi;2013;ICOIN;Conference and Workshop Papers;https://dblp.org/rec/conf/icoin/KoweerawongWK13;https://doi.org/10.1109/ICOIN.2013.6496414;412-416;;;;;10.1109/ICOIN.2013.6496414
conf/iconip/YanZCZ16;2-s2.0-84992655520;Cross-Database Facial Expression Recognition via Unsupervised Domain Adaptive Dictionary Learning.;Keyu Yan, Wenming Zheng, Zhen Cui , Yuan Zong;2016;ICONIP;Conference and Workshop Papers;https://dblp.org/rec/conf/iconip/YanZCZ16;https://doi.org/10.1007/978-3-319-46672-9_48;427-434;;;;;10.1007/978-3-319-46672-9_48
conf/icse/JongD15;2-s2.0-84962284951;Continuous Deployment and Schema Evolution in SQL Databases.;Michael de Jong, Arie van Deursen;2015;RELENG@ICSE;Conference and Workshop Papers;https://dblp.org/rec/conf/icse/JongD15;https://doi.org/10.1109/RELENG.2015.14;16-19;;;;;10.1109/RELENG.2015.14
conf/icse/JongDC17;2-s2.0-85026828496;Zero-Downtime SQL Database Schema Evolution for Continuous Deployment.;Michael de Jong, Arie van Deursen, Anthony Cleve;2017;ICSE-SEIP;Conference and Workshop Papers;https://dblp.org/rec/conf/icse/JongDC17;https://doi.org/10.1109/ICSE-SEIP.2017.5;143-152;;;;;10.1109/ICSE-SEIP.2017.5
conf/icse/ScavuzzoTN16;2-s2.0-84974534263;Providing big data applications with fault-tolerant data migration across heterogeneous NoSQL databases.;Marco Scavuzzo, Damian A. Tamburri, Elisabetta Di Nitto;2016;BIGDSE@ICSE;Conference and Workshop Papers;https://dblp.org/rec/conf/icse/ScavuzzoTN16;https://doi.org/10.1145/2896825.2896831;26-32;;;;;10.1145/2896825.2896831
conf/icseb/JaimoonS19;2-s2.0-85079879521;Impact Analysis of Database Schema Changes on Hibernate Source Code and Test Cases.;Amornrat Jaimoon, Taratip Suwannasart;2019;ICSEB;Conference and Workshop Papers;https://dblp.org/rec/conf/icseb/JaimoonS19;https://doi.org/10.1145/3374549.3374579;120-123;;;;;10.1145/3374549.3374579
conf/icsm/Al-BarakB16;2-s2.0-85010755945;Database Design Debts through Examining Schema Evolution.;Mashel Al-Barak, Rami Bahsoon;2016;MTD@ICSME;Conference and Workshop Papers;https://dblp.org/rec/conf/icsm/Al-BarakB16;https://doi.org/10.1109/MTD.2016.9;17-23;;;;;10.1109/MTD.2016.9
conf/icsm/DelplanqueEAA18;2-s2.0-85058312386;Relational Database Schema Evolution: An Industrial Case Study.;Julien Delplanque, Anne Etien, Nicolas Anquetil, Olivier Auverlot;2018;ICSME;Conference and Workshop Papers;https://dblp.org/rec/conf/icsm/DelplanqueEAA18;https://doi.org/10.1109/ICSME.2018.00073;635-644;;;;;10.1109/ICSME.2018.00073
conf/icsm/GobertMCW13;2-s2.0-84891679693;Understanding Schema Evolution as a Basis for Database Reengineering.;Maxime Gobert , Jerome Maes, Anthony Cleve, Jens H. Weber;2013;ICSM;Conference and Workshop Papers;https://dblp.org/rec/conf/icsm/GobertMCW13;https://doi.org/10.1109/ICSM.2013.75;472-475;;;;;10.1109/ICSM.2013.75
conf/icsm/Lyu0LNH24;2-s2.0-85215531479;BIPeC: A Combined Change-Point Analyzer to Identify Performance Regressions in Large-scale Database Systems.;Zhan Lyu, Thomas Bach , Yong Li, Minh Le Nguyen, Lars Hömke;2024;ICSME;Conference and Workshop Papers;https://dblp.org/rec/conf/icsm/Lyu0LNH24;https://doi.org/10.1109/ICSME58944.2024.00084;808-819;;;;;10.1109/ICSME58944.2024.00084
conf/icsoc/LiuMGGLC20;2-s2.0-85098257808;Adaptive Recollected RNN for Workload Forecasting in Database-as-a-Service.;Chenzhengyi Liu, Weibo Mao, Yuanning Gao, Xiaofeng Gao , Shifu Li, Guihai Chen;2020;ICSOC;Conference and Workshop Papers;https://dblp.org/rec/conf/icsoc/LiuMGGLC20;https://doi.org/10.1007/978-3-030-65310-1_30;431-438;;;;;10.1007/978-3-030-65310-1_30
conf/icst/GargD12;2-s2.0-84862321807;Test Case Prioritization Due to Database Changes in Web Applications.;Deepak Garg , Amitava Datta;2012;ICST;Conference and Workshop Papers;https://dblp.org/rec/conf/icst/GargD12;https://doi.org/10.1109/ICST.2012.163;726-730;;;;;10.1109/ICST.2012.163
conf/icst/ZhouF11;2-s2.0-79958737164;Inferential Checking for Mutants Modifying Database States.;Chixiang Zhou, Phyllis G. Frankl;2011;ICST;Conference and Workshop Papers;https://dblp.org/rec/conf/icst/ZhouF11;https://doi.org/10.1109/ICST.2011.63;259-268;;;;;10.1109/ICST.2011.63
conf/ictai/ElmiHTY17;2-s2.0-85048511092;Skyline Computation and Maintenance over Imperfect Databases: A Marginal-Points-Based Approach.;Sayda Elmi, Allel Hadjali, Mohamed Anis Bach Tobji, Boutheina Ben Yaghlane;2017;ICTAI;Conference and Workshop Papers;https://dblp.org/rec/conf/ictai/ElmiHTY17;https://doi.org/10.1109/ICTAI.2017.00187;1234-1242;;;;;10.1109/ICTAI.2017.00187
