key;Source;DataModel;DataModel description;Method;Method description;Topic;Topic description;EID;title;authors;year;venue;type;link;volume;number;doi
conf/apnoms/ChenJHL12;DBLP;302;302: Relational;431;431: Tool;661;661: Method/guidelines/hints on how to evolve a schema as a sequence of steps;;Design and implementation of database schema evolution for service continuity of web-based internet applications.;Yi-Chang Chen, Jeu-Yih Jeng, Teh-Sheng Huang, Phone Lin;2012;APNOMS;Conference and Workshop Papers;https://doi.org/10.1109/APNOMS.2012.6356090;;;10.1109/APNOMS.2012.6356090
conf/comad/NeamtiuBULB13;DBLP;302;302: Relational;432;432: DBMS internal mechanism;635;635: Guaranteeing the zerodowntime of the evolution of a working system;;Improving Cloud Availability with On-the-fly Schema Updates.;Iulian Neamtiu, Jonathan Bardin, Md. Reaz Uddin, Dien-Yen Lin, Pamela Bhattacharya;2013;COMAD;Conference and Workshop Papers;http://comad.in/comad2013/pdfs/neamtiu.pdf;;;
conf/edbt/BeineHWC14;DBLP;302;302: Relational;411;411: Algebra;678, 611;"678: Handling of schema mappings among any two schemata
611: SMOs/Languages/Rigorous Models for schema evolution";;"Bidirectional Transformations in Database Evolution: A Case Study &quot;At Scale&quot;.";Mathieu Beine, Nicolas Hames, Jens H. Weber, Anthony Cleve;2014;EDBT/ICDT Workshops;Conference and Workshop Papers;https://ceur-ws.org/Vol-1133/paper-16.pdf;;;
conf/edbt/StorlK22;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);431;431: Tool;674, 645, 646;"674: Reverse engineering /extraction of the entire history of a schema
645: Data migration strategy determination
646: Data migration virtually via query/view rewriting";;Darwin: A Data Platform for Schema Evolution Management and Data Migration.;Uta Störl, Meike Klettke;2022;EDBT/ICDT Workshops;Conference and Workshop Papers;https://ceur-ws.org/Vol-3135/dataplat_short3.pdf;;;
conf/emisa/ChiaoKR14;DBLP;309;309: Other;401;401: General Framework;631, 622;"631: Guaranteeing the correctness/validity of schema and application code coevolution
622: Impact to external source code when the logical schema changes";;Towards schema evolution in object-aware process management systems.;Carolina Ming Chiao, Vera Künzle, Manfred Reichert;2014;EMISA;Conference and Workshop Papers;https://dl.gi.de/handle/20.500.12116/3040;;;
conf/gvd/NosingerKH13;DBLP;303;303: XML;401, 431;"401: General Framework
431: Tool";678;678: Handling of schema mappings among any two schemata;;A Conceptual Model for the XML Schema Evolution.;Thomas Nösinger, Meike Klettke, Andreas Heuer;2013;Grundlagen von Datenbanken;Conference and Workshop Papers;https://ceur-ws.org/Vol-1020/paper_05.pdf;;;
conf/icdim/CastelltortL13;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);421;421: Algorithm (fully automated);677;677: Schema version management techniques;;Representing history in graph-oriented NoSQL databases: A versioning system.;Arnaud Castelltort, Anne Laurent;2013;ICDIM;Conference and Workshop Papers;https://doi.org/10.1109/ICDIM.2013.6694022;;;10.1109/ICDIM.2013.6694022
conf/isdevel/PolakMP12;DBLP;303;303: XML;411, 422;"411: Algebra
422: Method (not fully automated)";633;633: Guaranteeing the correctness/validity of peripheral constructs during evolution;;XML Query Adaptation as Schema Evolves.;Marek Polák, Irena Mlýnková, Eric Pardede;2012;ISD;Conference and Workshop Papers;https://doi.org/10.1007/978-1-4614-7540-8_31;;;10.1007/978-1-4614-7540-8_31
conf/issta/0003D13;DBLP;302;302: Relational;422;422: Method (not fully automated);622, 631;"622: Impact to external source code when the logical schema changes
631: Guaranteeing the correctness/validity of schema and application code coevolution";;Early detection of faults related to database schematic changes.;Deepak Garg , Amitava Datta;2013;JAMAICA@ISSTA;Conference and Workshop Papers;https://doi.org/10.1145/2489280.2489283;;;10.1145/2489280.2489283
conf/lwa/MollerKS19;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);411, 401;"411: Algebra
401: General Framework";611;611: SMOs/Languages/Rigorous Models for schema evolution;;Keeping NoSQL Databases Up to Date - Semantics of Evolution Operations and their Impact on Data Quality.;Mark Lukas Möller, Meike Klettke, Uta Störl;2019;LWDA;Conference and Workshop Papers;https://ceur-ws.org/Vol-2454/paper_19.pdf;;;
conf/sbbd/DesantiBFS13;DBLP;302;302: Relational;421;421: Algorithm (fully automated);672;672: Computing the diff of two schemata;;A Redundancy-Free Approach to Schema Evolution.;Claudiomar Desanti, Marcos Bernardelli, Márcio Fuckner, Raquel Kolitski Stasiu;2013;SBBD;Conference and Workshop Papers;http://www.lbd.dcc.ufmg.br/colecoes/sbbd/2013/007.pdf;;;
conf/sbbd/YamanakaAADPSA24;DBLP;302;302: Relational;421, 422;"421: Algorithm (fully automated)
422: Method (not fully automated)";678;678: Handling of schema mappings among any two schemata;;Statistical Validation of Column Matching in the Database Schema Evolution of the Brazilian Public School Census.;Muriki G. Yamanaka, Diogo Henrique de Almeida, Paulo Ricardo Lisboa de Almeida, Simone Dominico, Letícia M. Peres, Marcos Sfair Sunyé, Eduardo C. de Almeida;2024;SBBD;Conference and Workshop Papers;https://doi.org/10.5753/sbbd.2024.240840;;;10.5753/SBBD.2024.240840
conf/semweb/DividinoSGG13;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);402;402: Empirical Study;650;650: Understanding how schemata evolve;;Change-a-LOD: Does the Schema on the Linked Data Cloud Change or Not?;Renata Queiroz Dividino, Ansgar Scherp, Gerd Gröner, Thomas Grotton;2013;COLD;Conference and Workshop Papers;https://ceur-ws.org/Vol-1034/DividinoEtAl_COLD2013.pdf;;;
conf/time/BrahmiaGOB14;DBLP;303;303: XML;411, 413;"411: Algebra
413: Language";611, 677;"611: SMOs/Languages/Rigorous Models for schema evolution
677: Schema version management techniques";;High-Level Operations for Creation and Maintenance of Temporal and Conventional Schema in the tauXSchema Framework.;Zouhaier Brahmia, Fabio Grandi , Barbara Oliboni, Rafik Bouaziz;2014;TIME;Conference and Workshop Papers;https://doi.org/10.1109/TIME.2014.14;;;10.1109/TIME.2014.14
conf/vem/LawrenceB21;DBLP;302;302: Relational;402;402: Empirical Study;650;650: Understanding how schemata evolve;;Assessing the Occurrence of Blocking Operations in Database Schema Evolution: A Case Study.;Willie Lawrence, Eiji Adachi Barbosa;2021;VEM;Conference and Workshop Papers;https://doi.org/10.5753/vem.2021.17209;;;10.5753/VEM.2021.17209
conf/www/TanonK18;DBLP;309;309: Other;402;402: Empirical Study;650;650: Understanding how schemata evolve;;Property Label Stability in Wikidata: Evolution and Convergence of Schemas in Collaborative Knowledge Bases.;Thomas Pellissier Tanon, Lucie-Aimée Kaffee;2018;WWW;Conference and Workshop Papers;https://doi.org/10.1145/3184558.3191643;;;10.1145/3184558.3191643
journals/bpmj/ArunagiriR15;DBLP;302;302: Relational;422;422: Method (not fully automated);631, 634;"631: Guaranteeing the correctness/validity of schema and application code coevolution
634: Guaranteeing the correctness/validity of schema constraints during evolution";;Data perspectives of workflow schema evolution.;Aravindhan Arunagiri, Parthasarathy Ramachandran;2015;Bus. Process. Manag. J.;Journal Articles;https://doi.org/10.1108/BPMJ-07-2013-0097;21;1;10.1108/BPMJ-07-2013-0097
journals/corr/ScherzingerKS13;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);411, 413;"411: Algebra
413: Language";641, 643, 644, 611;"641: Data migration script generation
643: Efficiently performing lazy data migration
644: Efficiently performing eager data migration
611: SMOs/Languages/Rigorous Models for schema evolution";;Managing Schema Evolution in NoSQL Data Stores.;Stefanie Scherzinger, Meike Klettke, Uta Störl;2013;DBPL;Conference and Workshop Papers;http://arxiv.org/abs/1308.0514;;;
journals/dke/FedushkoMSS24;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);402, 422;"402: Empirical Study
422: Method (not fully automated)";645;645: Data migration strategy determination;;NoSQL document data migration strategy in the context of schema evolution.;Solomiia Fedushko, Roman Malyi, Yuriy Syerov, Pavlo Serdyuk;2024;Data Knowl. Eng.;Journal Articles;https://doi.org/10.1016/j.datak.2024.102369;154;;10.1016/J.DATAK.2024.102369
journals/dke/HolubovaVS21;DBLP;306;306: Multimodel (eg Polystores);411, 413, 432;"411: Algebra
413: Language
432: DBMS internal mechanism";611, 678;"611: SMOs/Languages/Rigorous Models for schema evolution
678: Handling of schema mappings among any two schemata";;Evolution management in multi-model databases.;Irena Holubová, Michal Vavrek, Stefanie Scherzinger;2021;Data Knowl. Eng.;Journal Articles;https://doi.org/10.1016/j.datak.2021.101932;136;;10.1016/J.DATAK.2021.101932
journals/ijiids/AnguelAB17;DBLP;307;307: Model-Independent;422;422: Method (not fully automated);632, 611, 661;"632: Guaranteeing the correctness/validity of conceptual and logical schema coevolution
611: SMOs/Languages/Rigorous Models for schema evolution
661: Method/guidelines/hints on how to evolve a schema as a sequence of steps";;Using logic programming for adapting models to metamodel evolution.;Fouzia Anguel, Abdelkrim Amirat, Nora Bounour;2017;Int. J. Intell. Inf. Database Syst.;Journal Articles;https://doi.org/10.1504/IJIIDS.2017.10007348;10;1-Φεβ;10.1504/IJIIDS.2017.10007348
journals/rcs/BoukettayaNG20;DBLP;305;305: NoSQL (Graph/ JSON/Key-Value/Other);421, 402;"421: Algorithm (fully automated)
402: Empirical Study";643;643: Efficiently performing lazy data migration;;Data Migration in Graph-oriented Databases.;Soumaya Boukettaya, Ahlem Nabli, Faïez Gargouri;2020;Res. Comput. Sci.;Journal Articles;https://rcs.cic.ipn.mx/2020_149_10/Data%20Migration%20in%20Graph-oriented%20Databases.pdf;149;10;
conf/adbis/HerrmannVBL15;JOIN;302;302: Relational;411, 413;"411: Algebra
413: Language";611;611: SMOs/Languages/Rigorous Models for schema evolution;2-s2.0-84944599941;CoDEL - A Relationally Complete Language for Database Evolution.;Kai Herrmann , Hannes Voigt, Andreas Behrend, Wolfgang Lehner;2015;ADBIS;Conference and Workshop Papers;https://doi.org/10.1007/978-3-319-23135-8_5;;;10.1007/978-3-319-23135-8_5
conf/adbis/JannaschkJT14;JOIN;307;307: Model-Independent;401;401: General Framework;680;680: General observations/concepts/guidelines around schema evolution;2-s2.0-84906690417;Technologies for Databases Change Management.;Kai Jannaschk, Hannu Jaakkola, Bernhard Thalheim;2014;ADBIS;Conference and Workshop Papers;https://doi.org/10.1007/978-3-319-10518-5_21;;;10.1007/978-3-319-10518-5_21
conf/adc/HaiTTL15;JOIN;302;302: Relational;431;431: Tool;662, 641, 671;"662: Recommendations for specific, focused schema changes
641: Data migration script generation
671: Exploration & visualization of schema changes";2-s2.0-84959431808;SCIT: A Schema Change Interpretation Tool for Dynamic-Schema Data Warehouses.;Rihan Hai , Vasileios Theodorou, Maik Thiele, Wolfgang Lehner;2015;ADC;Conference and Workshop Papers;https://doi.org/10.1007/978-3-319-19548-3_28;;;10.1007/978-3-319-19548-3_28
conf/bdiot2/BrahmiaB0B21;JOIN;305;305: NoSQL (Graph/ JSON/Key-Value/Other);413, 421;"413: Language
421: Algorithm (fully automated)";677;677: Schema version management techniques;2-s2.0-85135017089;Implicit JSON Schema Versioning Triggered by Temporal Updates to JSON-Based Big Data in the τJSchema Framework.;Zouhaier Brahmia, Safa Brahmia, Fabio Grandi , Rafik Bouaziz;2021;BDIoT;Conference and Workshop Papers;https://doi.org/10.1007/978-3-031-07969-6_3;;;10.1007/978-3-031-07969-6_3
conf/bigdataconf/KlettkeSSS16;JOIN;305;305: NoSQL (Graph/ JSON/Key-Value/Other);422;422: Method (not fully automated);612;612: SMO composition;2-s2.0-85015214779;NoSQL schema evolution and big data migration at scale.;Meike Klettke, Uta Störl, Manuel Shenavai, Stefanie Scherzinger;2016;IEEE BigData;Conference and Workshop Papers;https://doi.org/10.1109/BigData.2016.7840924;;;10.1109/BIGDATA.2016.7840924
conf/bigdataconf/MollerKS20;JOIN;305;305: NoSQL (Graph/ JSON/Key-Value/Other);403;403: Benchmark;676;676: Benchmarks to simulate schema change;2-s2.0-85103823855;EvoBench - A Framework for Benchmarking Schema Evolution in NoSQL.;Mark Lukas Möller, Meike Klettke, Uta Störl;2020;IEEE BigData;Conference and Workshop Papers;https://doi.org/10.1109/BigData50022.2020.9378278;;;10.1109/BIGDATA50022.2020.9378278
