key;EID;DataModel;Method;Topic;DM description;Method description;Topic description;Comment;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
conf/ssdbm/SchulerK19;2-s2.0-85071260825;302;411, 413, 431;611, 612;302: Relational;"411: Algebra
413: Language
431: Tool";"611: SMOs/Languages/Rigorous Models for schema evolution
612: SMO composition";Algebra, language and optimization of SMOs sequences in a tool;A High-level User-oriented Framework for Database Evolution.;Robert E. Schuler, Carl Kesselman;2019;SSDBM;Conference and Workshop Papers;https://dblp.org/rec/conf/ssdbm/SchulerK19;https://doi.org/10.1145/3335783.3335787;157-168;;;;;10.1145/3335783.3335787
conf/tapp/GaoZ12;2-s2.0-85090511380;302;431;647;302: Relational;431: Tool;647: Storing provenance information for data migration;A tool for capturing the provenance of schema constructs;Provenance Management in Databases Under Schema Evolution.;Shi Gao, Carlo Zaniolo;2012;TaPP;Conference and Workshop Papers;https://dblp.org/rec/conf/tapp/GaoZ12;https://www.usenix.org/conference/tapp12/workshop-program/presentation/gao;;;;;;
conf/tpctc/ConradMKMKS21;2-s2.0-85124005675;;;;;;;;EvoBench: Benchmarking Schema Evolution in NoSQL.;André Conrad, Mark Lukas Möller, Tobias Kreiter, Jan-Christopher Mair, Meike Klettke, Uta Störl;2021;TPCTC;Conference and Workshop Papers;https://dblp.org/rec/conf/tpctc/ConradMKMKS21;https://doi.org/10.1007/978-3-030-94437-7_3;33-49;;;;;10.1007/978-3-030-94437-7_3
conf/trustcom/BaqasahPHR13;2-s2.0-84893516793;303;421;672;303: XML;421: Algorithm (fully automated);672: Computing the diff of two schemata;Algorithm for detecting delta changes between XML schema versions;On Change Detection of XML Schemas.;Abdullah M. Baqasah, Eric Pardede, Irena Holubová, J. Wenny Rahayu;2013;TrustCom/ISPA/IUCC;Conference and Workshop Papers;https://dblp.org/rec/conf/trustcom/BaqasahPHR13;https://doi.org/10.1109/TrustCom.2013.119;974-982;;;;;10.1109/TRUSTCOM.2013.119
conf/vldb/Andre23;2-s2.0-85169437281;;;;;;;;Automated Database Schema Evolution in Microservices.;Maxime André;2023;PhD@VLDB;Conference and Workshop Papers;https://dblp.org/rec/conf/vldb/Andre23;https://ceur-ws.org/Vol-3452/paper10.pdf;37-40;;;;;
conf/waim/XueSNKY12;2-s2.0-84865614969;302;422, 432;646;302: Relational;"422: Method (not fully automated)
432: DBMS internal mechanism";646: Data migration virtually via query/view rewriting;Method to create views to allow virtual schema evolution;A Transparent Approach for Database Schema Evolution Using View Mechanism.;Jianxin Xue, Derong Shen, Tiezheng Nie, Yue Kou, Ge Yu;2012;WAIM;Conference and Workshop Papers;https://dblp.org/rec/conf/waim/XueSNKY12;https://doi.org/10.1007/978-3-642-32281-5_40;405-418;;;;;10.1007/978-3-642-32281-5_40
conf/wcre/AfonsoSCMCG20;2-s2.0-85083572792;;;;;;;;LESSQL: Dealing with Database Schema Changes in Continuous Deployment.;Ariel Afonso, Altigran S. da Silva, Tayana Conte, Paulo Martins , João M. B. Cavalcanti, Alessandro Garcia;2020;SANER;Conference and Workshop Papers;https://dblp.org/rec/conf/wcre/AfonsoSCMCG20;https://doi.org/10.1109/SANER48275.2020.9054796;138-148;;;;;10.1109/SANER48275.2020.9054796
conf/wcre/MeuriceC17;2-s2.0-85018415398;305;421;674, 673;305: NoSQL (Graph/ JSON/Key-Value/Other);421: Algorithm (fully automated);"674: Reverse engineering /extraction of the entire history of a schema
673: Reverse engineering /extraction of a schema snapshot";Method for both snapshot + historical schema extraction for NoSQL databases;Supporting schema evolution in schema-less NoSQL data stores.;Loup Meurice, Anthony Cleve;2017;SANER;Conference and Workshop Papers;https://dblp.org/rec/conf/wcre/MeuriceC17;https://doi.org/10.1109/SANER.2017.7884653;457-461;;;;;10.1109/SANER.2017.7884653
conf/webist/AkazawaMS20;2-s2.0-85107112945;;;;;;;;Transforming Property Path Query According to Shape Expression Schema Update.;Goki Akazawa, Naoto Matsubara, Nobutaka Suzuki;2020;WEBIST;Conference and Workshop Papers;https://dblp.org/rec/conf/webist/AkazawaMS20;https://doi.org/10.5220/0010173002920298;292-298;;;;;10.5220/0010173002920298
conf/wism/ZhangLS11;2-s2.0-80053401242;307;421;649;307: Model-Independent;421: Algorithm (fully automated);649: Data migration: other;Method to guarantee privacy as data chunks evolve;Data Privacy Preservation during Schema Evolution for Multi-tenancy Applications in Cloud Computing.;Kun Zhang , Qingzhong Li, Yuliang Shi;2011;WISM;Conference and Workshop Papers;https://dblp.org/rec/conf/wism/ZhangLS11;https://doi.org/10.1007/978-3-642-23971-7_47;376-383;;;;;10.1007/978-3-642-23971-7_47
conf/worldcist/PereiraP14;2-s2.0-84898614532;307;431;631;307: Model-Independent;431: Tool;631: Guaranteeing the correctness/validity of schema and application code coevolution;Aspect-oriented tool for supporting schema and software co-evolution;Towards a Flexible and Transparent Database Evolution.;Rui Humberto R. Pereira, J. Baltasar García Pérez-Schofield;2014;WorldCIST;Conference and Workshop Papers;https://dblp.org/rec/conf/worldcist/PereiraP14;https://doi.org/10.1007/978-3-319-05948-8_3;23-33;;;;;10.1007/978-3-319-05948-8_3
journals/acj/AhmedALSBR11;2-s2.0-84860496510;302;422, 431;672;302: Relational;"422: Method (not fully automated)
431: Tool";672: Computing the diff of two schemata;Ontology for capturing schema evolution and rules for keeping then in-sync;Using Ontologies to Synchronize Change in Relational Database Systems.;Waqas Ahmed , Muhammad Ahtisham Aslam, Antonio A. Lopez-Lorca, Jun Shen , Ghassan Beydoun, Debbie Richards;2011;J. Res. Pract. Inf. Technol.;Journal Articles;https://dblp.org/rec/journals/acj/AhmedALSBR11;http://ws.acs.org.au/jrpit/JRPITVolumes/JRPIT43/JRPIT43.2.89.pdf;89-108;43;2;;;
journals/cacm/GuhaBM16;2-s2.0-84957916230;;;;;;;EXCLUDE: Description of schema.org: a set of vocabularies for data exchange over the web.;Schema.org: evolution of structured data on the web.;Ramanathan V. Guha, Dan Brickley, Steve Macbeth;2016;Commun. ACM;Journal Articles;https://dblp.org/rec/journals/cacm/GuhaBM16;https://doi.org/10.1145/2844544;44-51;59;2;;;10.1145/2844544
journals/cacm/StonebrakerFDB17;2-s2.0-85008626078;;;;;;;Short highlight of the problem of data decay and hints on how to fight it;What to do about database decay.;Michael Stonebraker, Raul Castro Fernandez, Dong Deng , Michael L. Brodie;2017;Commun. ACM;Journal Articles;https://dblp.org/rec/journals/cacm/StonebrakerFDB17;https://doi.org/10.1145/3014349;11;60;1;;;10.1145/3014349
journals/cai/SilvaPVM12;2-s2.0-84865227618;303;421, 431;669;303: XML;"421: Algorithm (fully automated)
431: Tool";669: Methodologies for schema evolution: other;Algorithms and tools for generating a grammar for a new XML schema, either given a previous version of the schema, or data samples;Search-Based Evolution of XML Schemas.;Julio Cesar Teodoro Silva, Aurora Trinidad Ramirez Pozo, Silvia Regina Vergilio, Martin A. Musicante;2012;Comput. Informatics;Journal Articles;https://dblp.org/rec/journals/cai/SilvaPVM12;http://www.cai.sk/ojs/index.php/cai/article/view/1009;573-;31;3;;;
journals/computing/VassiliadisKZZ19;2-s2.0-85060434447;302;402;650;302: Relational;402: Empirical Study;650: Understanding how schemata evolve;Case study on how foreign keys evolve;Schema evolution and foreign keys: a study on usage, heartbeat of change and relationship of foreign keys to table activity.;Panos Vassiliadis, Michail-Romanos Kolozoff, Maria Zerva, Apostolos V. Zarras;2019;Computing;Journal Articles;https://dblp.org/rec/journals/computing/VassiliadisKZZ19;https://doi.org/10.1007/s00607-019-00702-x;1431-1456;101;10;;;10.1007/S00607-019-00702-X
journals/dpd/HillenbrandSNK22;2-s2.0-85105190738;;;;;;;;Self-adapting data migration in the context of schema evolution in NoSQL databases.;Andrea Hillenbrand, Uta Störl, Shamil Nabiyev, Meike Klettke;2022;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/HillenbrandSNK22;https://doi.org/10.1007/s10619-021-07334-1;Μαϊ-25;40;1;;;10.1007/S10619-021-07334-1
journals/dpd/SchulerK21;2-s2.0-85094139652;;;;;;;;CHiSEL: a user-oriented framework for simplifing database evolution.;Robert Schuler, Carl Kesselman;2021;Distributed Parallel Databases;Journal Articles;https://dblp.org/rec/journals/dpd/SchulerK21;https://doi.org/10.1007/s10619-020-07314-x;483-543;39;2;;;10.1007/S10619-020-07314-X
journals/idt/TalebTL14;2-s2.0-84899005771;;;;;;;EXCLUDE? Algorithm for detecting changes between ontologies. Not sure if relevant;"A method based on OWL schema for detecting changes between Ontology&apos;s versions.";Nora Taleb, Bornia Tighiouart, Sara Laiche;2014;Intell. Decis. Technol.;Journal Articles;https://dblp.org/rec/journals/idt/TalebTL14;https://doi.org/10.3233/IDT-130176;45-52;8;1;;;10.3233/IDT-130176
journals/ijitwe/BrahmiaGOB14;2-s2.0-84919695234;303;411;611;303: XML;411: Algebra;611: SMOs/Languages/Rigorous Models for schema evolution;Algebra for schema evolution on XML data;Schema Change Operations for Full Support of Schema Versioning in the τXSchema Framework.;Zouhaier Brahmia, Fabio Grandi , Barbara Oliboni, Rafik Bouaziz;2014;Int. J. Inf. Technol. Web Eng.;Journal Articles;https://dblp.org/rec/journals/ijitwe/BrahmiaGOB14;https://doi.org/10.4018/ijitwe.2014040102;20-46;9;2;;;10.4018/IJITWE.2014040102
journals/ijwgs/BaqasahPRH15;2-s2.0-84928408970;303;421;672;303: XML;421: Algorithm (fully automated);672: Computing the diff of two schemata;Algorithm for detecting delta changes between XML schema versions;XS-Diff: XML schema change detection algorithm.;Abdullah M. Baqasah, Eric Pardede, J. Wenny Rahayu, Irena Holubová;2015;Int. J. Web Grid Serv.;Journal Articles;https://dblp.org/rec/journals/ijwgs/BaqasahPRH15;https://doi.org/10.1504/IJWGS.2015.068897;160-192;11;2;;;10.1504/IJWGS.2015.068897
journals/ijwis/ChabinEFH21;2-s2.0-85113663145;;;;;;;;Graph rewriting rules for RDF database evolution: optimizing side-effect processing.;Jacques Chabin, Cédric Eichler, Mírian Halfeld Ferrari, Nicolas Hiot;2021;Int. J. Web Inf. Syst.;Journal Articles;https://dblp.org/rec/journals/ijwis/ChabinEFH21;https://doi.org/10.1108/IJWIS-03-2021-0033;622-644;17;6;;;10.1108/IJWIS-03-2021-0033
journals/informaticaLT/KlimekMNH15;2-s2.0-84951735908;303;401, 422;678;303: XML;"401: General Framework
422: Method (not fully automated)";678: Handling of schema mappings among any two schemata;Schema mappings among schema versions for XML data;eXolutio: Methodology for Design and Evolution of XML Schemas Using Conceptual Modeling.;Jakub Klímek, Jakub Malý, Martin Necaský, Irena Holubová;2015;Informatica;Journal Articles;https://dblp.org/rec/journals/informaticaLT/KlimekMNH15;http://content.iospress.com/articles/informatica/inf1065;453-472;26;3;;;
journals/infsof/DominguezLPRRZ11;2-s2.0-78049527350;303;401, 422;632;303: XML;"401: General Framework
422: Method (not fully automated)";632: Guaranteeing the correctness/validity of conceptual and logical schema coevolution;XML schema evolution via a conceptual model, and synchronization of the two;Evolution of XML schemas and documents from stereotyped UML class models: A traceable approach.;Eladio Domínguez, Jorge Lloret, Beatriz Pérez , Áurea Rodríguez, Ángel Luis Rubio, María Antonia Zapata;2011;Inf. Softw. Technol.;Journal Articles;https://dblp.org/rec/journals/infsof/DominguezLPRRZ11;https://doi.org/10.1016/j.infsof.2010.08.001;34-50;53;1;;;10.1016/J.INFSOF.2010.08.001
journals/infsof/GrolingerC11;2-s2.0-78751575316;302;431;622;302: Relational;431: Tool;622: Impact to external source code when the logical schema changes;Method for generating unit tests to test source consistency inthe presence of evolving database schemata;A unit test approach for database schema evolution.;Katarina Grolinger, Miriam A. M. Capretz;2011;Inf. Softw. Technol.;Journal Articles;https://dblp.org/rec/journals/infsof/GrolingerC11;https://doi.org/10.1016/j.infsof.2010.10.002;159-170;53;2;;;10.1016/J.INFSOF.2010.10.002
journals/infsof/SuarezOteroMST25;2-s2.0-105011178140;;;;;;;;Data migration for column family database evolution.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2025;Inf. Softw. Technol.;Journal Articles;https://dblp.org/rec/journals/infsof/SuarezOteroMST25;https://doi.org/10.1016/j.infsof.2025.107834;107834;187;;;;10.1016/J.INFSOF.2025.107834
journals/is/QuintarelliRT15;2-s2.0-84919762827;309;411;611, 634;309: Other;411: Algebra;"611: SMOs/Languages/Rigorous Models for schema evolution
634: Guaranteeing the correctness/validity of schema constraints during evolution";Model for context schema and algebra for its evolution;A principled approach to context schema evolution in a data management perspective.;Elisa Quintarelli, Emanuele Rabosio, Letizia Tanca;2015;Inf. Syst.;Journal Articles;https://dblp.org/rec/journals/is/QuintarelliRT15;https://doi.org/10.1016/j.is.2014.11.008;65-101;49;;;;10.1016/J.IS.2014.11.008
journals/is/VassiliadisK22;2-s2.0-85135933984;;;;;;;;Taxa and super taxa of schema evolution and their relationship to activity, heartbeat and duration.;Panos Vassiliadis, George Kalampokis;2022;Inf. Syst.;Journal Articles;https://dblp.org/rec/journals/is/VassiliadisK22;https://doi.org/10.1016/j.is.2022.102109;102109;110;;;;10.1016/J.IS.2022.102109
journals/is/VassiliadisZS17;2-s2.0-84983028444;302;402;650;302: Relational;402: Empirical Study;650: Understanding how schemata evolve;Case study on patterns of how tables change;Gravitating to rigidity: Patterns of schema evolution - and its absence - in the lives of tables.;Panos Vassiliadis, Apostolos V. Zarras, Ioannis Skoulis;2017;Inf. Syst.;Journal Articles;https://dblp.org/rec/journals/is/VassiliadisZS17;https://doi.org/10.1016/j.is.2016.06.010;24-46;63;;;;10.1016/J.IS.2016.06.010
journals/is/ZhaoL13;2-s2.0-84878253052;309;431, 422;677;309: Other;"431: Tool
422: Method (not fully automated)";677: Schema version management techniques;Version management for (the schema of) business processes, not data;Version management for business process schema evolution.;Xiaohui Zhao , Chengfei Liu;2013;Inf. Syst.;Journal Articles;https://dblp.org/rec/journals/is/ZhaoL13;https://doi.org/10.1016/j.is.2013.03.006;1046-1069;38;8;;;10.1016/J.IS.2013.03.006
journals/isf/HerrmannVRBL18;2-s2.0-85010756258;302;411, 413;611, 612;302: Relational;"411: Algebra
413: Language";"611: SMOs/Languages/Rigorous Models for schema evolution
612: SMO composition";Algebra of SMOs and method for their composition;Robust and simple database evolution.;Kai Herrmann , Hannes Voigt, Jonas Rausch, Andreas Behrend, Wolfgang Lehner;2018;Inf. Syst. Frontiers;Journal Articles;https://dblp.org/rec/journals/isf/HerrmannVRBL18;https://doi.org/10.1007/s10796-016-9730-2;45-61;20;1;;;10.1007/S10796-016-9730-2
journals/isse/MarksS13;2-s2.0-84881548251;302;422, 431;642;302: Relational;"422: Method (not fully automated)
431: Tool";642: Cross vendor data migration;Language and tool to describe schema cross-vendor migration with XML-encoded deltas;A metadata driven approach to performing complex heterogeneous database schema migrations.;Robert M. Marks, Roy Sterritt;2013;Innov. Syst. Softw. Eng.;Journal Articles;https://dblp.org/rec/journals/isse/MarksS13;https://doi.org/10.1007/s11334-013-0217-8;179-190;9;3;;;10.1007/S11334-013-0217-8
journals/jd/LiS18;2-s2.0-85035201702;;;;;;;EXCLUDE? Method for tracking provenance in evolving metadata schemata. Loosely related to schema evolution???;Provenance description of metadata application profiles for long-term maintenance of metadata schemas.;Chunqiu Li, Shigeo Sugimoto;2018;J. Documentation;Journal Articles;https://dblp.org/rec/journals/jd/LiS18;https://doi.org/10.1108/JD-03-2017-0042;36-61;74;1;;;10.1108/JD-03-2017-0042
journals/jdm/LiuTC13a;2-s2.0-84887481105;302;499;622;302: Relational;499: Other;622: Impact to external source code when the logical schema changes;Graph model how attributes depend upon each other in the presence of applications with SQL statements;Aiding Maintenance of Database Applications Through Extracting Attribute Dependency Graph.;Kaiping Liu, Hee Beng Kuan Tan, Xu Chen;2013;J. Database Manag.;Journal Articles;https://dblp.org/rec/journals/jdm/LiuTC13a;https://doi.org/10.4018/jdm.2013010102;20-35;24;1;;;10.4018/JDM.2013010102
journals/jdwm/AhmedZVW21;2-s2.0-85117043359;;;;;;;;Schema Evolution in Multiversion Data Warehouses.;Waqas Ahmed , Esteban Zimányi, Alejandro A. Vaisman, Robert Wrembel;2021;Int. J. Data Warehous. Min.;Journal Articles;https://dblp.org/rec/journals/jdwm/AhmedZVW21;https://doi.org/10.4018/ijdwm.2021100101;Ιαν-28;17;4;;;10.4018/IJDWM.2021100101
journals/jodsn/VassiliadisZ17;2-s2.0-85034660907;302;402;650;302: Relational;402: Empirical Study;650: Understanding how schemata evolve;Case study on patterns of how tables die, and how tables change;"Schema Evolution Survival Guide for Tables: Avoid Rigid Childhood and You&apos;re En Route to a Quiet Life.";Panos Vassiliadis, Apostolos V. Zarras;2017;J. Data Semant.;Journal Articles;https://dblp.org/rec/journals/jodsn/VassiliadisZ17;https://doi.org/10.1007/s13740-017-0083-x;221-241;6;4;;;10.1007/S13740-017-0083-X
journals/jss/OvereemSJB21;2-s2.0-85104285415;;;;;;;;An empirical characterization of event sourced systems and their schema evolution - Lessons from industry.;Michiel Overeem, Marten Spoor, Slinger Jansen, Sjaak Brinkkemper;2021;J. Syst. Softw.;Journal Articles;https://dblp.org/rec/journals/jss/OvereemSJB21;https://doi.org/10.1016/j.jss.2021.110970;110970;178;;;;10.1016/J.JSS.2021.110970
journals/jss/RamosVidalACLPP25;2-s2.0-85211229375;;;;;;;;SPL-DB-Sync: Seamless database transformation during feature-driven changes.;Delfina Ramos-Vidal, Wesley K. G. Assunção, Alejandro Cortiñas , Miguel R. Luaces, Oscar Pedreira, Ángeles Saavedra Places;2025;J. Syst. Softw.;Journal Articles;https://dblp.org/rec/journals/jss/RamosVidalACLPP25;https://doi.org/10.1016/j.jss.2024.112285;112285;222;;;;10.1016/J.JSS.2024.112285
journals/jss/SuarezOteroMCT23;2-s2.0-85160005806;;;;;;;;CoDEvo: Column family database evolution using model transformations.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2023;J. Syst. Softw.;Journal Articles;https://dblp.org/rec/journals/jss/SuarezOteroMCT23;https://doi.org/10.1016/j.jss.2023.111743;111743;203;;;;10.1016/J.JSS.2023.111743
journals/programming/EdwardsPSL24;2-s2.0-85212498950;;;;;;;;Schema Evolution in Interactive Programming Systems.;Jonathan Edwards, Tomas Petricek , Tijs van der Storm, Geoffrey Litt;2024;Art Sci. Eng. Program.;Journal Articles;https://dblp.org/rec/journals/programming/EdwardsPSL24;https://doi.org/10.22152/programming-journal.org/2025/9/2;;9;1;;;10.22152/PROGRAMMING-JOURNAL.ORG/2025/9/2
journals/pvldb/AntonopoulosCDJKKKOPRST25;2-s2.0-105016541198;;;;;;;;MD-MVCC: Multi-version Concurrency Control for Schema Changes in Azure SQL Database.;Panagiotis Antonopoulos, Mansi Chauhan, Shailender Dabas, Rajat Jain, Darshan Kattera, Wonseok Kim, Hanuma Kodavalla, Nikolas Ogg, Prashanth Purnananda, Rahul Ranjan, Alex Swanson, Divyesh Tikmani;2025;Proc. VLDB Endow.;Journal Articles;https://dblp.org/rec/journals/pvldb/AntonopoulosCDJKKKOPRST25;https://www.vldb.org/pvldb/vol18/p4791-antonopoulos.pdf;4791-4803;18;12;;;
journals/pvldb/Hu0Z22;2-s2.0-85143426554;;;;;;;;Online Schema Evolution is (almost) Free for Snapshot Databases.;Tianxun Hu, Tianzheng Wang , Qingqing Zhou;2022;Proc. VLDB Endow.;Journal Articles;https://dblp.org/rec/journals/pvldb/Hu0Z22;https://www.vldb.org/pvldb/vol16/p140-hu.pdf;140-153;16;2;;;10.14778/3565816.3565818
journals/pvldb/RaeRSSV13;2-s2.0-84891043875;305;432;677, 634;305: NoSQL (Graph/ JSON/Key-Value/Other);432: DBMS internal mechanism;"677: Schema version management techniques
634: Guaranteeing the correctness/validity of schema constraints during evolution";Protocol for asynchronous schema evolution in a distributed system without data corruption;Online, Asynchronous Schema Change in F1.;Ian Rae, Eric Rollins, Jeff Shute, Sukhdeep S. Sodhi, Radek Vingralek;2013;Proc. VLDB Endow.;Journal Articles;https://dblp.org/rec/journals/pvldb/RaeRSSV13;http://www.vldb.org/pvldb/vol6/p1045-rae.pdf;1045-1056;6;11;;;10.14778/2536222.2536230
journals/pvldb/ZhangQSTGSL25;2-s2.0-105021397911;;;;;;;;EVOSCHEMA: TOWARDS TEXT-TO-SQL ROBUSTNESS AGAINST SCHEMA EVOLUTION.;Tianshu Zhang , Kun Qian , Siddhartha Sahai, Yuan Tian, Shaddy Garg, Huan Sun , Yunyao Li;2025;Proc. VLDB Endow.;Journal Articles;https://dblp.org/rec/journals/pvldb/ZhangQSTGSL25;https://www.vldb.org/pvldb/vol18/p3655-zhang.pdf;3655-3668;18;10;;;
journals/scp/CleveGMMW15;2-s2.0-84910118991;302;402;650;302: Relational;402: Empirical Study;650: Understanding how schemata evolve;Case study on schema evolution;Understanding database schema evolution: A case study.;Anthony Cleve, Maxime Gobert , Loup Meurice, Jerome Maes, Jens H. Weber;2015;Sci. Comput. Program.;Journal Articles;https://dblp.org/rec/journals/scp/CleveGMMW15;https://doi.org/10.1016/j.scico.2013.11.025;113-121;97;;;;10.1016/J.SCICO.2013.11.025
journals/sncs/AkazawaMS22;2-s2.0-85129703354;;;;;;;;An Algorithm for Transforming Property Path Query Based on Shape Expression Schema Update.;Goki Akazawa, Naoto Matsubara, Nobutaka Suzuki;2022;SN Comput. Sci.;Journal Articles;https://dblp.org/rec/journals/sncs/AkazawaMS22;https://doi.org/10.1007/s42979-022-01086-0;196;3;3;;;10.1007/S42979-022-01086-0
journals/sosym/MilovanovicM15;2-s2.0-84940960925;301, 302;431, 422;632, 678;"301: Conceptual (ER/UML/Other)
302: Relational";"431: Tool
422: Method (not fully automated)";"632: Guaranteeing the correctness/validity of conceptual and logical schema coevolution
678: Handling of schema mappings among any two schemata";Tool and method to synchronize schema evolution with the evolution of the class/UML model on top of it;An interactive tool for UML class model evolution in database applications.;Vukasin Milovanovic, Dragan Milicev;2015;Softw. Syst. Model.;Journal Articles;https://dblp.org/rec/journals/sosym/MilovanovicM15;https://doi.org/10.1007/s10270-013-0378-9;1273-1295;14;3;;;10.1007/S10270-013-0378-9
journals/spe/PereiraPO17;2-s2.0-84973664231;304;431;631;304: Object Oriented DBs;431: Tool;631: Guaranteeing the correctness/validity of schema and application code coevolution;Aspect-oriented tool for supporting schema and software co-evolution, as well as data migration;Modularizing application and database evolution - an aspect-oriented framework for orthogonal persistence.;Rui Humberto R. Pereira, J. Baltasar García Pérez-Schofield, Francisco Ortin;2017;Softw. Pract. Exp.;Journal Articles;https://dblp.org/rec/journals/spe/PereiraPO17;https://doi.org/10.1002/spe.2415;193-221;47;2;;;10.1002/SPE.2415
journals/tkde/ChillonKRM24;2-s2.0-85184819638;;;;;;;;A Generic Schema Evolution Approach for NoSQL and Relational Databases.;Alberto Hernández Chillón, Meike Klettke, Diego Sevilla Ruiz, Jesús García Molina;2024;IEEE Trans. Knowl. Data Eng.;Journal Articles;https://dblp.org/rec/journals/tkde/ChillonKRM24;https://doi.org/10.1109/TKDE.2024.3362273;2774-2789;36;7;;;10.1109/TKDE.2024.3362273
journals/toit/GenevesLQ11;2-s2.0-80051945758;303;422, 431, 411;621;303: XML;"422: Method (not fully automated)
431: Tool
411: Algebra";621: Impact to peripheral constructs when the core schema changes;Data migration and query rewritting for evolving XML documents;Impact of XML Schema Evolution.;Pierre Genevès, Nabil Layaïda, Vincent Quint;2011;ACM Trans. Internet Techn.;Journal Articles;https://dblp.org/rec/journals/toit/GenevesLQ11;https://doi.org/10.1145/1993083.1993087;4:1-4:27;11;1;;;10.1145/1993083.1993087
journals/tosem/PerezRZ25;2-s2.0-86000540022;;;;;;;;PROV-IDEA: Supporting Interoperable Schema and Data Provenance within Database Evolution.;Beatriz Pérez , Ángel Luis Rubio, María A. Zapata;2025;ACM Trans. Softw. Eng. Methodol.;Journal Articles;https://dblp.org/rec/journals/tosem/PerezRZ25;https://doi.org/10.1145/3697008;59:1-59:27;34;3;;;10.1145/3697008
journals/tse/PiccioniOM13;2-s2.0-84873323832;304;402, 431, 421;650;304: Object Oriented DBs;"402: Empirical Study
431: Tool
421: Algorithm (fully automated)";650: Understanding how schemata evolve;Case studies on how persistent OO data change and tool for version management and data migration;Class Schema Evolution for Persistent Object-Oriented Software: Model, Empirical Study, and Automated Support.;Marco Piccioni, Manuel Oriol, Bertrand Meyer;2013;IEEE Trans. Software Eng.;Journal Articles;https://dblp.org/rec/journals/tse/PiccioniOM13;https://doi.org/10.1109/TSE.2011.123;184-196;39;2;;;10.1109/TSE.2011.123
journals/tweb/BleifussBNS25;2-s2.0-105018576205;;;;;;;;Schema Change Recommendation for User-Curated Webtables Using Temporal Data.;Tobias Bleifuß, Leon Bornemann, Felix Naumann, Divesh Srivastava;2025;ACM Trans. Web;Journal Articles;https://dblp.org/rec/journals/tweb/BleifussBNS25;https://doi.org/10.1145/3742920;29:1-29:29;19;3;;;10.1145/3742920
journals/vldb/CurinoMDZ13;2-s2.0-84872670627;302;412, 411, 413, 421;633, 634, 611, 650, 646;302: Relational;"412: Theoretical Proof
411: Algebra
413: Language
421: Algorithm (fully automated)";"633: Guaranteeing the correctness/validity of peripheral constructs during evolution
634: Guaranteeing the correctness/validity of schema constraints during evolution
611: SMOs/Languages/Rigorous Models for schema evolution
650: Understanding how schemata evolve
646: Data migration virtually via query/view rewriting";Case study, algebra and language for SMOs , data migration and query rewritting;Automating the database schema evolution process.;Carlo Curino, Hyun Jin Moon, Alin Deutsch, Carlo Zaniolo;2013;VLDB J.;Journal Articles;https://dblp.org/rec/journals/vldb/CurinoMDZ13;https://doi.org/10.1007/s00778-012-0302-x;73-98;22;1;;;10.1007/S00778-012-0302-X
