Reviewer2;EID;Authors;AuthorFullNames;AuthorIDs;Title;Year;SourceTitle;Volume;Issue;ArtNo;PageStart;PageEnd;citedBy;doi_lowercase;DOI;Link;DocumentTypeSCOPUS;PublicationStage;OpenAccess;SourceSCOPUS
N;2-s2.0-85043266216;Torres R., Aros M., Calderón J.F.;Torres, Romina (55932718600) | Aros, Marcelo (57201064494) | CalderÃ³n, Juan Felipe (47061189900);55932718600 | 57201064494 | 47061189900;Towards self-adaptation for Cyber-physical systems using a distributed MAPE-K schema over XMPP;2017;2017 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, CHILECON 2017 - Proceedings;2017-January;;;1;5;;10.1109/chilecon.2017.8229533;10.1109/CHILECON.2017.8229533;https://www.scopus.com/pages/publications/85043266216?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85044959442;Vohra D.;Vohra, Deepak (55996779000);55996779000;Creating Database Tables by Running Migrations;2014;SpringerBriefs in Computer Science;0;;;27;29;;10.1007/978-3-319-03934-3_7;10.1007/978-3-319-03934-3_7;https://www.scopus.com/pages/publications/85044959442?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85046906182;Khidirova Ch.M.;Khidirova, Ch.M. (57222271944);57222271944;Methods and algorithms of determination of complexity of test questions for formation a database system of the adaptive test-control of knowledge;2017;2017 International Conference on Information Science and Communications Technologies, ICISCT 2017;2017-December;;;1;4;;10.1109/icisct.2017.8188572;10.1109/ICISCT.2017.8188572;https://www.scopus.com/pages/publications/85046906182?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85047058052;Zhang B., Lin J.C.-W., Shao Y., Fournier-Viger P., Djenouri Y.;Zhang, Binbin (56293267100) | Lin, Jerry Chun-Wei (56449520400) | Shao, Yinan (57196322476) | Fournier-Viger, Philippe (14048484800) | Djenouri, Youcef (55652929600);56293267100 | 56449520400 | 57196322476 | 14048484800 | 55652929600;Maintenance of discovered high average-utility itemsets in dynamic databases;2018;Applied Sciences (Switzerland);8;5;769;;;;10.3390/app8050769;10.3390/app8050769;https://www.scopus.com/pages/publications/85047058052?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
Y;2-s2.0-85048004679;Unal Y., Oguztuzun H.;Unal, Yelda (57202347166) | Oguztuzun, Halit (24335821400);57202347166 | 24335821400;Migration of data from relational database to graph database;2018;ACM International Conference Proceeding Series;;;Y;;;;10.1145/3200842.3200852;10.1145/3200842.3200852;https://www.scopus.com/pages/publications/85048004679?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85048463637;de Paula A.C.M., de Figueiredo Carneiro G., da Silva A.C.B.G.;de Paula, Antonio Carlos Marcelino (57190371563) | de Figueiredo Carneiro, Glauco (26422003300) | da Silva, Antonio Cesar Brandao Gomes (57198581742);57190371563 | 26422003300 | 57198581742;Evidences from the literature on database migration to the cloud;2018;Advances in Intelligent Systems and Computing;558;;;507;513;;10.1007/978-3-319-54978-1_65;10.1007/978-3-319-54978-1_65;https://www.scopus.com/pages/publications/85048463637?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85049101634;Li T., Li L., Kong L.;Li, Tong (57201925594) | Li, Liwang (57190581068) | Kong, Lijun (57202537891);57201925594 | 57190581068 | 57202537891;Database-based dynamic spectrum sharing with service adaptation using OMNeT++ simulator;2017;2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017;2017-January;;;228;233;;10.1109/iccsn.2017.8230111;10.1109/ICCSN.2017.8230111;https://www.scopus.com/pages/publications/85049101634?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85049381625;Nurlayli A., Adji T.B., Permanasari A.E., Hidayah I.;Nurlayli, Akhsin (57202782544) | Adji, Teguh Bharata (24734043700) | Permanasari, Adhistya Erna (25825391000) | Hidayah, Indriana (55430202100);57202782544 | 24734043700 | 25825391000 | 55430202100;Tahani model of fuzzy database for an adaptive metacognitive scaffolding in Hypermedia Learning Environment (Case: Algorithm and structure data course);2017;Proceedings - 2017 International Conference on Sustainable Information Engineering and Technology, SIET 2017;2018-January;;;358;363;;10.1109/siet.2017.8304164;10.1109/SIET.2017.8304164;https://www.scopus.com/pages/publications/85049381625?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85049529885;Kasonde M., Tembo S.;Kasonde, Mutale (57202836823) | Tembo, Simon (57194788235);57202836823 | 57194788235;A Seamless network database migration tool for insititutions in Zambia;2018;International Journal of Advanced Computer Science and Applications;9;1;;191;199;;10.14569/ijacsa.2018.090126;10.14569/IJACSA.2018.090126;https://www.scopus.com/pages/publications/85049529885?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
Y;2-s2.0-85049803962;Auge T., Heuer A.;Auge, Tanja (57194833958) | Heuer, Andreas (9533312500);57194833958 | 9533312500;"Inverses in research data management: Combining provenance management, schema and data evolution; [Inverse im Forschungsdatenmanagement Eine Kombination aus Provenance Management, Schema- und Daten-Evolution]";2018;CEUR Workshop Proceedings;2126;;;108;113;;;;https://www.scopus.com/pages/publications/85049803962?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85049810391;Möller M.L.;MÃ¶ller, Mark Lukas (57202918730);57202918730;"Data evolution and migration strategies for NoSQL databases; [Datenevolutions- und Migrationsstrategien in NoSQL-Datenbanken]";2018;CEUR Workshop Proceedings;2126;;;16;22;;;;https://www.scopus.com/pages/publications/85049810391?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85050054336;Brahmia Z., Grandi F., Oliboni B., Bouaziz R.;Brahmia, Zouhaier (24775104500) | Grandi, Fabio (7004017968) | Oliboni, Barbara (6507489888) | Bouaziz, Rafik (15076509300);24775104500 | 7004017968 | 6507489888 | 15076509300;Supporting structural evolution of data in web-based systems via schema versioning in the txschema framework;2018;Handbook of Research on Contemporary Perspectives on Web-Based Systems;;;;271;307;;10.4018/978-1-5225-5384-7.ch013;10.4018/978-1-5225-5384-7.ch013;https://www.scopus.com/pages/publications/85050054336?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85050082639;Khatib M.S., Atique M.;Khatib, M.S. (57202989129) | Atique, Mohammad (24802101800);57202989129 | 24802101800;Adaptive endstate concurrency control real-time distributed database;2018;2017 International Conference on Energy, Communication, Data Analytics and Soft Computing, ICECDS 2017;;;;1311;1321;;10.1109/icecds.2017.8389657;10.1109/ICECDS.2017.8389657;https://www.scopus.com/pages/publications/85050082639?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85050121350;Mateen A., Ali K.;Mateen, Ahmed (42262245300) | Ali, Kashif (57203175672);42262245300 | 57203175672;Optimization strategies through big-data migration in distributed cloud databases;2018;IEEE International Conference on Power, Control, Signals and Instrumentation Engineering, ICPCSI 2017;;;;96;99;;10.1109/icpcsi.2017.8391881;10.1109/ICPCSI.2017.8391881;https://www.scopus.com/pages/publications/85050121350?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85050343071;Kita E., Zuo Y., Sugiura H., Mizuno T.;Kita, Eisuke (56033080000) | Zuo, Yi (57220717390) | Sugiura, Hideyuki (55787044300) | Mizuno, Takao (54898007700);56033080000 | 57220717390 | 55787044300 | 54898007700;Acceleration of Grammatical Evolution with Multiple Chromosome by Using Stochastic Schemata Exploiter;2017;Proceedings - 2017 4th International Conference on Mathematics and Computers in Sciences and in Industry, MCSI 2017;2018-January;;;190;195;;10.1109/mcsi.2017.40;10.1109/MCSI.2017.40;https://www.scopus.com/pages/publications/85050343071?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85052868068;Patil S.D., Deshmukh R.R., Kirange D.K., Waghmare S.;Patil, Shubhangi D. (57194026035) | Deshmukh, Ratnadeep R. (35737141000) | Kirange, Dnyaneshwar K. (57194024903) | Waghmare, Swapnil (57200937058);57194026035 | 35737141000 | 57194024903 | 57200937058;Analyzing the effect of database dimensionality on performance of adaptive apriori algorithm;2018;Communications in Computer and Information Science;876;;;178;185;;10.1007/978-981-13-1423-0_20;10.1007/978-981-13-1423-0_20;https://www.scopus.com/pages/publications/85052868068?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85053542509;Saagar S., Naveen Nanda M., Nair N.S.K., Kannan S.;Saagar, S. (57203918222) | Naveen Nanda, M. (57203920041) | Nair, Nivedita Suresh Kumar (57203920082) | Kannan, Sruthi (57464636500);57203918222 | 57203920041 | 57203920082 | 57464636500;Maintenance of Medical Records Database and Simulation of Gene Therapy using Big Data Concepts;2018;IEEE International Conference on 2018 Recent Advances on Engineering, Technology and Computational Sciences, RAETCS 2018;;;8443788;;;;10.1109/raetcs.2018.8443788;10.1109/RAETCS.2018.8443788;https://www.scopus.com/pages/publications/85053542509?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85054530451;Solanke G.B., Rajeswari K.;Solanke, Ganesh B. (57203226314) | Rajeswari, K. (6601981341);57203226314 | 6601981341;Migration of Relational Database to MongoDB and Data Analytics using Naive Bayes Classifier based on Mapreduce Approach;2017;2017 International Conference on Computing, Communication, Control and Automation, ICCUBEA 2017;;;8463830;;;;10.1109/iccubea.2017.8463830;10.1109/ICCUBEA.2017.8463830;https://www.scopus.com/pages/publications/85054530451?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85055729362;Khourdifi Y., Bahaj M., Elalami A.;Khourdifi, Youness (57202871015) | Bahaj, Mohamed (24922487300) | Elalami, Alae (57189498602);57202871015 | 24922487300 | 57189498602;A new approach for migration of a relational database into column-oriented nosql database on hadoop;2018;Journal of Theoretical and Applied Information Technology;96;19;;6607;;;;;https://www.scopus.com/pages/publications/85055729362?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85056361679;Wu Q., Zhou F., Wang Q., Li Y.;Wu, Qiyu (57193953980) | Zhou, Fucai (16320114900) | Wang, Qiang (57199479430) | Li, Yuxi (55900690200);57193953980 | 16320114900 | 57199479430 | 55900690200;"Publicly Verifiable Databases Scheme with Efficient Updates and Low Storage Overhead; [可有效更新的低存储开销公共可验证数据库方案]";2018;Jisuanji Yanjiu yu Fazhan/Computer Research and Development;55;8;;1800;1808;;10.7544/issn1000-1239.2018.20170320;10.7544/issn1000-1239.2018.20170320;https://www.scopus.com/pages/publications/85056361679?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-85057598683;Zaidi N., Ishak I., Sidi F., Affendey L.S.;Zaidi, Norwini (57217690460) | Ishak, Iskandar (26422254000) | Sidi, Fatimah (36139115600) | Affendey, Lilly Suriani (25824683600);57217690460 | 26422254000 | 36139115600 | 25824683600;A review on data transformation approaches for data migration processes from relational database to NoSQL database;2018;International Journal of Engineering and Technology(UAE);7;4;;3335;3339;;10.14419/ijet.v7i4.11377;10.14419/ijet.v7i4.11377;https://www.scopus.com/pages/publications/85057598683?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85058515138;Fornes O., Gheorghe M., Richmond P.A., Arenillas D.J., Wasserman W.W., Mathelier A.;Fornes, Oriol (24483021600) | Gheorghe, Marius (57200330560) | Richmond, Phillip A. (56562617800) | Arenillas, David J. (8542148800) | Wasserman, Wyeth W. (7003872826) | Mathelier, Anthony (36173135600);24483021600 | 57200330560 | 56562617800 | 8542148800 | 7003872826 | 36173135600;MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations;2018;Scientific Data;5;1;180141;;;;10.1038/sdata.2018.141;10.1038/sdata.2018.141;https://www.scopus.com/pages/publications/85058515138?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85059871972;Raturi R.;Raturi, Rohit (57205392474);57205392474;Adapting Deep Features for Scene Recognition utilizing Places Database;2018;Proceedings of the International Conference on Inventive Communication and Computational Technologies, ICICCT 2018;;;8473136;184;189;;10.1109/icicct.2018.8473136;10.1109/ICICCT.2018.8473136;https://www.scopus.com/pages/publications/85059871972?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85060098090;Wijaya Y.S., Akhmadarman A.;Wijaya, Yansyah Saputra (57205459559) | Akhmadarman, Arry (57205453900);57205459559 | 57205453900;A Framework for Data Migration between Different Datastore of NoSQL Database;2018;Proceeding - 2018 International Conference on ICT for Smart Society: Innovation Toward Smart Society and Society 5.0, ICISS 2018;;;8549944;;;;10.1109/ictss.2018.8549944;10.1109/ICTSS.2018.8549944;https://www.scopus.com/pages/publications/85060098090?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85061107696;Makki I.S., Alqurashi F.;Makki, Ibtihal S. (57203120236) | Alqurashi, Fahad (37760990100);57203120236 | 37760990100;An adaptive model for knowledge mining in databases “EMO_MINE” for tweets emotions classification;2018;International Journal of Advanced Trends in Computer Science and Engineering;7;3;;52;60;;10.30534/ijatcse/2018/04732018;10.30534/ijatcse/2018/04732018;https://www.scopus.com/pages/publications/85061107696?origin=resultslist;Article;Final;All Open Access | Bronze Open Access;Scopus
N;2-s2.0-85061482146;Song Y., Chen Y.;Song, Yantao (57205766377) | Chen, Yanhua (57205770463);57205766377 | 57205770463;Integration of production management and database updatein real estate fundamental geographic information data;2018;Journal of Geomatics;43;6;;27;29;;10.14188/j.2095-6045.2016357;10.14188/j.2095-6045.2016357;https://www.scopus.com/pages/publications/85061482146?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85061789823;Zykin S.V., Zykin V.S.;"Zykin, S.V. (6506015953); Zykin, V.S. (57193410529)";"6506015953; 57193410529";Updates of View in Relational Databases∗;2018;"12th International Scientific and Technical Conference ""Dynamics of Systems, Mechanisms and Machines"", Dynamics 2018";;;8601495;;;;10.1109/dynamics.2018.8601495;10.1109/Dynamics.2018.8601495;https://www.scopus.com/pages/publications/85061789823?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85063281659;Bousalem Z., Cherti I., Zhao G.;Bousalem, Zakaria (57201667887) | Cherti, Ilias (55572331900) | Zhao, Gansen (35218519700);57201667887 | 55572331900 | 35218519700;Migration from relational databases to HBase: A feasibility assessment;2018;Lecture Notes in Networks and Systems;25;;;383;395;;10.1007/978-3-319-69137-4_34;10.1007/978-3-319-69137-4_34;https://www.scopus.com/pages/publications/85063281659?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85063640700;Huang X., Shen Z.;Huang, Xiaoming (57208030397) | Shen, Zhen (57208090605);57208030397 | 57208090605;ACTDP: An Adaptive Chunk Tool for Database Partition in Shared-Nothing Distributed Database;2018;Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS;2018-November;;8663887;903;906;;10.1109/icsess.2018.8663887;10.1109/ICSESS.2018.8663887;https://www.scopus.com/pages/publications/85063640700?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85066428180;Liu Z., Zeng Y., He S., Zhou Y.;Liu, Zezheng (57209075271) | Zeng, Yifu (57191256837) | He, Siyuan (57209073728) | Zhou, Yantao (7405365830);57209075271 | 57191256837 | 57209073728 | 7405365830;An Adaptive Parallel PI-Skyline Query for Probabilistic and Incomplete Database;2020;International Journal of Computational Methods;17;7;1950036;;;;10.1142/s0219876219500361;10.1142/S0219876219500361;https://www.scopus.com/pages/publications/85066428180?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85066475796;Pawar R.S., Sobhgol S., Durand G.C., Pinnecke M., Broneske D., Saake G.;Pawar, Rutuja Shivraj (58372596800) | Sobhgol, Sepideh (57209108520) | Durand, Gabriel Campero (57193850880) | Pinnecke, Marcus (56728835000) | Broneske, David (55510437000) | Saake, Gunter (7004621677);58372596800 | 57209108520 | 57193850880 | 56728835000 | 55510437000 | 7004621677;Codd’s World: Topics and their evolution in the database community publication graph;2019;CEUR Workshop Proceedings;2367;;;74;81;;;;https://www.scopus.com/pages/publications/85066475796?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85067840044;Jin Y., Fu Y., Liu T., Dong L.;Jin, Yingting (57209471343) | Fu, Yuzhuo (21933259100) | Liu, Ting (55727716700) | Dong, Lan (56333614100);57209471343 | 21933259100 | 55727716700 | 56333614100;Adaptive compression algorithm selection using LSTM network in column-oriented database;2019;Proceedings of 2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference, ITNEC 2019;;;8729341;652;656;;10.1109/itnec.2019.8729341;10.1109/ITNEC.2019.8729341;https://www.scopus.com/pages/publications/85067840044?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85069445080;Brahmia Z., Brahmia S., Grandi F., Bouaziz R.;Brahmia, Zouhaier (24775104500) | Brahmia, Safa (57190567664) | Grandi, Fabio (7004017968) | Bouaziz, Rafik (15076509300);24775104500 | 57190567664 | 7004017968 | 15076509300;Implicit JSON Schema Versioning Driven by Big Data Evolution in the τJSchema Framework;2020;Lecture Notes in Networks and Systems;81;;;23;35;;10.1007/978-3-030-23672-4_3;10.1007/978-3-030-23672-4_3;https://www.scopus.com/pages/publications/85069445080?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85069557578;Grulke C.M., Williams A.J., Thillanadarajah I., Richard A.M.;Grulke, Christopher M. (36615376900) | Williams, Antony J. (55258539900) | Thillanadarajah, Inthirany (57210129880) | Richard, A.M. (26635899900);36615376900 | 55258539900 | 57210129880 | 26635899900;EPA's DSSTox database: History of development of a curated chemistry resource supporting computational toxicology research;2019;Computational Toxicology;12;;100096;;;;10.1016/j.comtox.2019.100096;10.1016/j.comtox.2019.100096;https://www.scopus.com/pages/publications/85069557578?origin=resultslist;Article;Final;All Open Access | Green Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85069794115;Bousalem Z., El Guabassi I., Cherti I.;Bousalem, Zakaria (57201667887) | El Guabassi, Inssaf (57193029396) | Cherti, Ilias (55572331900);57201667887 | 57193029396 | 55572331900;Toward adaptive and reusable learning content using XML dynamic labeling schemes and relational databases;2019;Advances in Intelligent Systems and Computing;915;;;787;799;;10.1007/978-3-030-11928-7_71;10.1007/978-3-030-11928-7_71;https://www.scopus.com/pages/publications/85069794115?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85071323044;Poongothai S., Dharuman C., Venkatesan P.;Poongothai, S. (57210726215) | Dharuman, C. (56578594200) | Venkatesan, P. (7004377362);57210726215 | 56578594200 | 7004377362;Performance of fuzzy rough sets and fuzzy evolutionary classifiers using medical databases;2019;International Journal of Innovative Technology and Exploring Engineering;8;10;;4301;4304;;10.35940/ijitee.j1066.0881019;10.35940/ijitee.J1066.0881019;https://www.scopus.com/pages/publications/85071323044?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
Y;2-s2.0-85071330848;Dewi W.S., Utami E., Sudaryatno B.;Dewi, Winda Sekar (57205735108) | Utami, Ema (35796613800) | Sudaryatno, Bambang (57205284525);57205735108 | 35796613800 | 57205284525;Database migration using data synchronization and transactional replication;2019;International Journal of Innovative Technology and Exploring Engineering;8;10;;2730;2734;;10.35940/ijitee.j9563.0881019;10.35940/ijitee.J9563.0881019;https://www.scopus.com/pages/publications/85071330848?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-85071976188;Ravikanth M., Vasumathi D.;Ravikanth, M. (57194045293) | Vasumathi, D. (35185756100);57194045293 | 35185756100;An adaptive multiple databases for rough set based record deduplication;2019;International Journal of Innovative Technology and Exploring Engineering;8;9 Special issue 2;;559;567;;10.35940/ijitee.i1117.0789s219;10.35940/ijitee.I1117.0789S219;https://www.scopus.com/pages/publications/85071976188?origin=resultslist;Article;Final;All Open Access | Gold Open Access;Scopus
N;2-s2.0-85072726189;;;;IAL 2019 - Proceedings of the Workshop on Interactive Adaptive Learning, co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, ECML PKDD 2019;2019;CEUR Workshop Proceedings;2444;;;;;;;;https://www.scopus.com/pages/publications/85072726189?origin=resultslist;Conference review;Final;;Scopus
N;2-s2.0-85073074849;Mostafa A.M., Yanes N., Alanazi S.A.;Mostafa, Ayman Mohamed (57197693561) | Yanes, Nacim (14827613900) | Alanazi, Saad Awadh (57211018616);57197693561 | 14827613900 | 57211018616;A cognitive adaptive artificial immunity algorithm for database intrusion detection systems;2019;Journal of Theoretical and Applied Information Technology;97;16;;4387;4400;;;;https://www.scopus.com/pages/publications/85073074849?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-85073185312;Möller M.L., Klettke M., Störl U.;MÃ¶ller, Mark Lukas (57202918730) | Klettke, Meike (16039653400) | StÃ¶rl, Uta (23037278500);57202918730 | 16039653400 | 23037278500;Keeping NoSQL databases up to date – Semantics of evolution operations and their impact on data quality;2019;CEUR Workshop Proceedings;2454;;;;;;;;https://www.scopus.com/pages/publications/85073185312?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85075275499;Peters K.J., Saltré F., Friedrich T., Jacobs Z., Wood R., McDowell M., Ulm S., Bradshaw C.J.A.;Peters, Katharina J. (55889608300) | SaltrÃ©, FrÃ©dÃ©rik (35176404300) | Friedrich, Tobias (35339026300) | Jacobs, Zenobia (23392343600) | Wood, Rachel (35202563700) | McDowell, Matthew (7005510654) | Ulm, Sean (17344329100) | Bradshaw, Corey J. A. (7102130752);55889608300 | 35176404300 | 35339026300 | 23392343600 | 35202563700 | 7005510654 | 17344329100 | 7102130752;FosSahul 2.0, an updated database for the Late Quaternary fossil records of Sahul;2019;Scientific Data;6;1;272;;;;10.1038/s41597-019-0267-3;10.1038/s41597-019-0267-3;https://www.scopus.com/pages/publications/85075275499?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85077112981;Brahma A., Panigrahi S.;Brahma, Anitarani (57038576600) | Panigrahi, Suvasini (57202841696);57038576600 | 57202841696;Database Intrusion Detection Using Adaptive Resonance Network Theory Model;2020;Advances in Intelligent Systems and Computing;990;;;243;250;;10.1007/978-981-13-8676-3_22;10.1007/978-981-13-8676-3_22;https://www.scopus.com/pages/publications/85077112981?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85077786105;Rand J.T., Kramer L.A., Garrity C.P., Hoen B.D., Diffendorfer J.E., Hunt H.E., Spears M.;Rand, Joseph T. (57194382528) | Kramer, Louisa A. (57183662800) | Garrity, Christopher P. (54079658000) | Hoen, Ben D. (53863606600) | Diffendorfer, Jay E. (6602404951) | Hunt, Hannah E. (57213416088) | Spears, Michael (39262481200);57194382528 | 57183662800 | 54079658000 | 53863606600 | 6602404951 | 57213416088 | 39262481200;A continuously updated, geospatially rectified database of utility-scale wind turbines in the United States;2020;Scientific Data;7;1;15;;;;10.1038/s41597-020-0353-6;10.1038/s41597-020-0353-6;https://www.scopus.com/pages/publications/85077786105?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85078106951;;;;RODBH 2019 - Proceedings of the Doctoral Symposium on Research on Online Databases in History, co-located with 3rd Data for History Workshop;2019;CEUR Workshop Proceedings;2532;;;;;;;;https://www.scopus.com/pages/publications/85078106951?origin=resultslist;Conference review;Final;;Scopus
Y;2-s2.0-85078264134;Namdeo B., Suman U.;Namdeo, Basant (57214105184) | Suman, Ugrasen (36700382100);57214105184 | 36700382100;Performance analysis of schema design approaches for migration from RDBMS to NOSQL databases;2020;Lecture Notes in Networks and Systems;94;;;413;424;;10.1007/978-981-15-0694-9_39;10.1007/978-981-15-0694-9_39;https://www.scopus.com/pages/publications/85078264134?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85080057910;Pitsillou E., Liang J., Hung A., Karagiannis T.C.;Pitsillou, Eleni (57212341374) | Liang, Julia (57212341503) | Hung, Andrew (7005312592) | Karagiannis, Tom C. (6602867137);57212341374 | 57212341503 | 7005312592 | 6602867137;Chromatin modification by olive phenolics: In silico molecular docking studies utilising the phenolic groups categorised in the OliveNet™ database against lysine specific demethylase enzymes: Chromatin modification by olive phenolics;2020;Journal of Molecular Graphics and Modelling;97;;107575;;;;10.1016/j.jmgm.2020.107575;10.1016/j.jmgm.2020.107575;https://www.scopus.com/pages/publications/85080057910?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85080943290;Homer C., Dewitz J., Jin S., Xian G., Costello C., Danielson P., Gass L., Funk M., Wickham J., Stehman S., Auch R., Riitters K.;Homer, Collin (56238486200) | Dewitz, Jon (16067934700) | Jin, Suming (8874634000) | Xian, George (8635538900) | Costello, Catherine (57203856682) | Danielson, Patrick (55369700700) | Gass, Leila (57193275673) | Funk, Michelle (57203851422) | Wickham, James (7103391959) | Stehman, Stephen (7006807562) | Auch, Roger (7801601495) | Riitters, Kurt (6603846229);56238486200 | 16067934700 | 8874634000 | 8635538900 | 57203856682 | 55369700700 | 57193275673 | 57203851422 | 7103391959 | 7006807562 | 7801601495 | 6603846229;Conterminous United States land cover change patterns 2001–2016 from the 2016 National Land Cover Database;2020;ISPRS Journal of Photogrammetry and Remote Sensing;162;;;184;199;;10.1016/j.isprsjprs.2020.02.019;10.1016/j.isprsjprs.2020.02.019;https://www.scopus.com/pages/publications/85080943290?origin=resultslist;Article;Final;All Open Access | Green Open Access | Hybrid Gold Open Access;Scopus
N;2-s2.0-85082691628;Zheng T., Zhang Z., Cheng X.;Zheng, Tianqi (57212575902) | Zhang, Zhibin (55721674200) | Cheng, Xueqi (55855927900);57212575902 | 55721674200 | 55855927900;SAHA: A string adaptive hash table for analytical databases;2020;Applied Sciences (Switzerland);10;6;1915;;;;10.3390/app10061915;10.3390/app10061915;https://www.scopus.com/pages/publications/85082691628?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85083158493;Stolze K., Lohman G., Raman V., Sidle R., Beier F.;Stolze, Knut (9840986900) | Lohman, Guy (6604040863) | Raman, Vijayshankar (7101864738) | Sidle, Richard (7006885392) | Beier, Felix (39261125300);9840986900 | 6604040863 | 7101864738 | 7006885392 | 39261125300;Evolutionary integration of in-memory database technology into IBM's enterprise DB2 database systems;2013;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);220;;;461;471;;;;https://www.scopus.com/pages/publications/85083158493?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85083785369;Krabbenhoft T.J., Myers B.J.E., Wong J.P., Chu C., Tingley R.W., III, Falke J.A., Kwak T.J., Paukert C.P., Lynch A.J.;Krabbenhoft, Trevor J. (8519974600) | Myers, Bonnie J. E. (57190120576) | Wong, Jesse P. (57216527263) | Chu, Cindy (13408954900) | Tingley, Ralph W. (24777350400) | Falke, Jeffrey A. (12040378100) | Kwak, Thomas J. (7006451421) | Paukert, Craig P. (7004179660) | Lynch, Abigail J. (7102636889);8519974600 | 57190120576 | 57216527263 | 13408954900 | 24777350400 | 12040378100 | 7006451421 | 7004179660 | 7102636889;FiCli, the Fish and Climate Change Database, informs climate adaptation and management for freshwater fishes;2020;Scientific Data;7;1;124;;;;10.1038/s41597-020-0465-z;10.1038/s41597-020-0465-z;https://www.scopus.com/pages/publications/85083785369?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85083878789;Ghiorzi T.;Ghiorzi, Telmo (57216564520);57216564520;A schema to describe mechanisms of the co-evolution of global value chains and systems of innovation;2019;International Journal of Technological Learning, Innovation and Development;11;4;;291;310;;10.1504/ijtlid.2019.106590;10.1504/IJTLID.2019.106590;https://www.scopus.com/pages/publications/85083878789?origin=resultslist;Article;Final;;Scopus
